Date,Time,Depth of Airgun(m),Depth of Reciever(m),X Airgun,Y Airgun,Z Airgun,X_R1,Y_R1,Z_R1,Peak_Index,T90_1,T90_2,T90_3,T90_4,T90_5,RMS_1,RMS_2,RMS_3,RMS_4,RMS_5,SEL_1,SEL_2,SEL_3,SEL_4,SEL_5,SPL_MLM_1,SPL_MLM_2,SPL_MLM_3,SPL_MLM_4,SPL_MLM_5,SEL_MLM_1,SEL_MLM_2,SEL_MLM_3,SEL_MLM_4,SEL_MLM_5
198,1:32:11,2628.5,-99999,245019.6,5172601.6,9,-5976.8,-8.4,9,1960,1.264,0.76,0.664,0.868,1.248,159.7574,157.4322,157.0038,141.6472,159.8567,160.7748,156.2403,155.2255,141.0324,160.8189,63.1448,60.5868,59.6373,55.6136,63.2085,129.5866,124.5365,122.6443,114.5384,129.7145
198,1:32:11,2628.5,-99999,245019.6,5172601.6,9,-5965.4,-13.4,9,1962,1.268,0.786,0.702,0.828,1.27,158.3093,155.618,154.9531,140.4715,158.3472,159.3405,154.5722,153.4164,139.6518,159.3853,62.6457,60.5113,59.6154,55.7405,62.7257,128.5963,124.3877,122.182,112.27,128.7564
198,1:32:11,2628.5,-99999,245019.6,5172601.6,9,-5954,-18.3,9,1964,1.268,0.782,0.702,0.862,1.268,160.1327,157.3376,156.6419,140.7206,160.1656,161.1639,156.2697,155.1053,140.0756,161.1968,63.4818,61.2118,60.5792,56.9611,63.5835,130.2747,125.855,124.537,115.05,130.4808
198,1:32:11,2628.5,-99999,245019.6,5172601.6,9,-5942.5,-23.1,9,1966,1.264,0.786,0.7,0.706,1.264,160.0657,156.9908,156.2735,142.2955,160.105,161.0832,155.9451,154.7245,140.7836,161.1224,63.1914,60.6304,60.1709,56.2516,63.2761,129.6852,124.6578,123.7485,115.9609,129.8593
198,1:32:11,2628.5,-99999,245019.6,5172601.6,9,-5931,-27.9,9,1967,1.258,0.716,0.652,0.65,1.258,159.0933,156.5129,155.7674,140.6715,159.124,160.0902,155.062,153.9099,138.8006,160.1208,62.5023,59.9592,59.6388,55.694,62.592,128.2974,123.2682,122.4508,114.7312,128.4817
198,1:32:11,2628.5,-99999,245019.6,5172601.6,9,-5919.5,-32.5,9,1969,1.258,0.674,0.6,0.558,1.258,159.9196,157.4857,156.8171,143.8939,159.9618,160.9164,155.7723,154.5986,141.3602,160.9586,62.9615,60.4474,60.2467,56.8898,63.0864,129.2014,124.1771,123.088,116.7159,129.4571
198,1:32:11,2628.5,-99999,245019.6,5172601.6,9,-5907.9,-37.1,9,1971,1.262,0.724,0.7,0.612,1.262,159.4665,155.9487,154.4342,140.9723,159.4887,160.4771,154.5461,152.8852,138.8398,160.4993,62.9299,59.9711,59.7695,56.6803,63.038,129.13,123.1884,122.3093,116.2303,129.3494
198,1:32:11,2628.5,-99999,245019.6,5172601.6,9,-5896.3,-41.5,9,1973,1.262,0.87,0.92,0.86,1.262,159.31,154.5787,152.1596,137.0668,159.3202,160.3206,153.9739,151.7974,136.4118,160.3308,63.0676,60.1216,59.9126,56.5767,63.1624,129.3929,123.503,122.6703,115.3514,129.5866
198,1:32:11,2628.5,-99999,245019.6,5172601.6,9,-5884.6,-45.9,9,1974,1.26,0.914,0.938,0.862,1.26,159.3758,154.3883,151.9516,136.7268,159.3866,160.3795,153.9978,151.6736,136.0819,160.3903,63.0484,60.3685,60.1507,56.8345,63.1654,129.3459,123.981,122.3497,115.5138,129.5864
198,1:32:11,2628.5,-99999,245019.6,5172601.6,9,-5872.9,-50.2,9,1976,1.256,0.892,0.916,0.73,1.256,159.753,155.5251,153.5495,140.9902,159.7821,160.7428,155.0288,153.1685,139.6235,160.772,63.0938,60.6884,60.4466,56.8072,63.2093,129.4283,124.0485,122.922,116.0979,129.6666
198,1:32:11,2628.5,-99999,245019.6,5172601.6,9,-5861.2,-54.4,9,1978,1.254,0.86,0.898,0.862,1.254,159.5477,155.5663,153.5234,138.1409,159.5651,160.5307,154.9113,153.0561,137.496,160.5481,63.1364,60.8969,60.6192,56.2066,63.2199,129.5188,123.9818,122.3331,113.8164,129.6876
198,1:32:11,2628.5,-99999,245019.6,5172601.6,9,-5849.5,-58.5,9,1980,1.254,0.844,0.872,0.844,1.254,159.2168,155.2333,153.2219,138.3318,159.2358,160.1997,154.4967,152.627,137.5952,160.2188,63.3572,61.3092,60.9981,56.2474,63.4377,129.9785,124.8732,122.6943,113.2328,130.1405
198,1:32:11,2628.5,-99999,245019.6,5172601.6,9,-5837.7,-62.6,9,1982,1.26,0.914,0.896,0.864,1.26,159.3579,154.8264,153.1121,139.5428,159.3838,160.3616,154.4358,152.6352,138.908,160.3875,63.5613,61.2835,60.8621,56.2827,63.6503,130.3863,125.4048,123.0148,113.1209,130.5677
198,1:32:11,2628.5,-99999,245019.6,5172601.6,9,-5825.9,-66.6,9,1983,1.25,0.88,0.762,0.876,1.25,159.7323,156.1744,155.5236,143.462,159.803,160.7014,155.6193,154.3432,142.887,160.7721,63.5019,61.4001,60.8469,57.7841,63.6438,130.2585,126.0594,124.0075,118.3328,130.5449
198,1:32:11,2628.5,-99999,245019.6,5172601.6,9,-5814.1,-70.5,9,1986,1.244,0.904,0.754,0.958,1.244,158.9715,154.5846,153.7505,137.2179,158.9927,159.9197,154.1463,152.5242,137.0316,159.9409,63.4202,60.6497,60.1727,56.3929,63.4964,130.0744,124.5405,122.6199,113.6378,130.2281
198,1:32:11,2628.5,-99999,245019.6,5172601.6,9,-5802.2,-74.3,9,1988,1.24,0.77,0.638,0.806,1.24,160.0207,157.3722,157.0103,144.2276,160.0928,160.9549,156.2371,155.0585,143.2909,161.027,63.6372,61.1084,60.5572,56.6882,63.7119,130.5199,125.4621,123.4819,114.8746,130.6709
198,1:32:11,2628.5,-99999,245019.6,5172601.6,9,-5790.4,-78.1,9,1990,1.236,0.814,0.646,0.8,1.236,160.1287,156.8628,156.5985,143.6535,160.1904,161.0489,155.9691,154.7008,142.6844,161.1106,63.6673,60.9366,60.4911,56.8242,63.7463,130.586,125.1246,123.6598,114.8227,130.745
198,1:32:11,2628.5,-99999,245019.6,5172601.6,9,-5778.5,-81.8,9,1992,1.232,0.832,0.664,0.856,1.232,159.7104,155.9011,155.4441,140.5988,159.7466,160.6165,155.1023,153.6658,139.9235,160.6527,63.2736,60.4777,60.1093,56.4004,63.3525,129.7979,124.21,123.4882,114.4594,129.9575
198,1:32:11,2628.5,-99999,245019.6,5172601.6,9,-5766.6,-85.4,9,1993,1.228,0.726,0.638,0.834,1.23,159.7151,156.537,155.7288,140.33,159.7417,160.6071,155.1463,153.777,139.5416,160.6408,63.3132,60.3764,59.9601,56.3248,63.3888,129.885,124.0181,123.2101,114.3324,130.0382
198,1:32:11,2628.5,-99999,245019.6,5172601.6,9,-5754.7,-88.9,9,1995,1.228,0.664,0.588,0.792,1.226,159.5561,156.9521,156.0685,139.3177,159.5887,160.448,155.1737,153.7623,138.305,160.4736,63.0968,59.9143,59.3962,56.123,63.1729,129.465,123.1112,122.0931,114.1894,129.6181
198,1:32:11,2628.5,-99999,245019.6,5172601.6,9,-5742.7,-92.4,9,1997,1.224,0.702,0.632,0.818,1.224,159.0974,156.2209,155.065,137.5658,159.1156,159.9752,154.6843,153.0722,136.6933,159.9934,62.8461,59.2969,58.6967,56.0276,62.9295,128.9717,121.8877,120.7013,114.5423,129.14
198,1:32:11,2628.5,-99999,245019.6,5172601.6,9,-5730.7,-95.8,9,1998,2.91,3.472,3.484,3.592,3.342,136.1779,137.2241,136.1376,135.1164,138.5097,140.8168,142.6299,141.5584,140.6698,143.7498,63.3926,66.1174,65.5975,65.6548,66.308,130.0054,135.4538,134.4137,134.5285,135.835
198,1:32:11,2628.5,-99999,245019.6,5172601.6,9,-5718.7,-99.2,9,2000,2.624,3.29,3.318,3.606,3.128,138.5512,137.5281,136.3357,133.7869,139.4195,142.7409,142.7,141.5445,139.3572,144.3721,63.4554,65.5794,65.0074,65.0526,65.8992,130.1313,134.3779,133.2336,133.324,135.0174
198,1:32:11,2628.5,-99999,245019.6,5172601.6,9,-5706.7,-102.5,9,2002,1.206,0.666,0.624,0.822,1.206,158.9392,155.9867,153.9201,137.2468,158.9529,159.7527,154.2214,151.872,136.3955,159.7664,62.644,59.3641,58.9593,56.1513,62.7435,128.5905,122.0534,121.2665,114.3533,128.7936
198,1:32:11,2628.5,-99999,245019.6,5172601.6,9,-5694.7,-105.7,9,2004,1.206,0.704,0.634,0.844,1.206,158.623,154.8503,152.5923,134.3896,158.6302,159.4365,153.326,150.6132,133.653,159.4437,62.3277,58.7604,58.4653,56.3076,62.437,127.9326,120.8351,120.3072,114.7537,128.1571
198,1:32:11,2628.5,-99999,245019.6,5172601.6,9,-5682.7,-109,9,2006,1.202,0.72,0.644,0.948,1.202,158.9744,155.1571,153.0275,133.3246,158.9809,159.7734,153.7304,151.1163,133.0926,159.7799,62.4147,58.8738,58.3358,55.713,62.4983,128.0836,121.0205,119.9878,113.1317,128.2538
198,1:32:11,2628.5,-99999,245019.6,5172601.6,9,-5670.6,-112.1,9,2008,1.2,0.682,0.636,0.802,1.202,158.6175,155.0938,152.7043,136.2628,158.622,159.4093,153.4316,150.7388,135.3046,159.4211,62.4909,59.2903,58.7596,55.6646,62.5778,128.2351,121.8352,120.7992,113.1341,128.4111
198,1:32:11,2628.5,-99999,245019.6,5172601.6,9,-5658.6,-115.3,9,2010,1.224,0.758,0.69,0.956,1.224,158.1808,153.6753,150.8557,133.0734,158.1858,159.0586,152.472,149.2442,132.878,159.0636,62.6422,59.6883,59.1667,55.966,62.7364,128.5402,122.6253,121.5599,112.7012,128.7306
198,1:32:11,2628.5,-99999,245019.6,5172601.6,9,-5646.5,-118.3,9,2012,1.23,0.888,0.76,0.916,1.23,157.9345,152.4954,150.1047,131.8246,157.9398,158.8335,151.9795,148.9129,131.4436,158.8389,62.5315,59.3737,58.897,55.6822,62.6171,128.3395,122.0106,121.0958,112.7615,128.5127
198,1:32:11,2628.5,-99999,245019.6,5172601.6,9,-5634.4,-121.4,9,2014,1.228,0.652,0.614,0.736,1.228,158.9349,156.3911,154.7532,138.1515,158.9546,159.8269,154.5335,152.6349,136.8203,159.8466,62.8863,60.4656,59.864,55.8316,62.9618,129.0626,123.4527,121.627,112.8241,129.2102
198,1:32:11,2628.5,-99999,245019.6,5172601.6,9,-5622.3,-124.4,9,2016,1.24,0.768,0.686,0.848,1.24,158.5781,154.648,152.9075,134.623,158.5868,159.5123,153.5016,151.2708,133.9069,159.521,63.1707,61.0186,60.4769,55.725,63.2627,129.6344,124.0315,122.4354,112.3186,129.8148
198,1:32:11,2628.5,-99999,245019.6,5172601.6,9,-5610.2,-127.3,9,2018,1.24,1.182,1.174,1.162,1.24,158.6153,152.3096,149.9735,131.6961,158.6222,159.5495,153.0358,150.6702,132.3481,159.5564,63.2244,60.9295,60.3905,55.8723,63.3336,129.7538,124.6495,123.1461,112.586,129.9673
198,1:32:11,2628.5,-99999,245019.6,5172601.6,9,-5598.1,-130.2,9,2020,1.24,1.198,1.178,1.184,1.24,158.7325,152.3647,150.2752,132.2091,158.74,159.6667,153.1493,150.9867,132.9426,159.6742,63.0567,60.852,60.3289,55.9717,63.1865,129.4342,124.9512,123.2163,112.8873,129.6875
198,1:32:11,2628.5,-99999,245019.6,5172601.6,9,-5586,-133.1,9,2022,1.238,1.2,1.174,1.17,1.238,158.9914,152.6384,150.8053,133.7225,159.0029,159.9187,153.4302,151.502,134.4044,159.9301,62.9412,60.5901,60.074,56.246,63.0313,129.2068,124.436,122.4603,113.3842,129.3831
198,1:32:11,2628.5,-99999,245019.6,5172601.6,9,-5573.9,-135.9,9,2025,1.232,1.008,0.636,1.184,1.232,158.9906,153.5609,153.7247,132.6055,158.9997,159.8967,153.5955,151.7593,133.339,159.9058,62.7825,60.2678,59.7199,55.9702,62.8698,128.8788,123.7846,122.0886,113.7926,129.0514
198,1:32:11,2628.5,-99999,245019.6,5172601.6,9,-5561.7,-138.6,9,2026,1.232,0.818,0.608,1.154,1.232,158.5975,154.3427,153.8853,134.2076,158.6112,159.5036,153.4703,151.7243,134.8296,159.5173,62.5213,60.0249,59.546,56.0804,62.626,128.3553,123.2981,121.9236,113.7387,128.5638
198,1:32:11,2628.5,-99999,245019.6,5172601.6,9,-5549.6,-141.3,9,2029,1.228,1.136,0.616,1.192,1.228,158.0957,152.135,152.8823,131.6523,158.1045,158.9877,152.6888,150.7781,132.4151,158.9965,62.0838,59.5341,59.0401,55.4059,62.1771,127.4678,122.3015,121.0456,112.9035,127.6555
198,1:32:11,2628.5,-99999,245019.6,5172601.6,9,-5537.5,-144,9,2030,1.228,1.19,0.632,1.19,1.228,158.9617,153.0532,153.8496,133.0974,158.9718,159.8537,153.8087,151.8567,133.8529,159.8638,62.5839,59.8198,59.118,55.3733,62.6565,128.4711,122.8742,121.4633,112.7986,128.6168
198,1:32:11,2628.5,-99999,245019.6,5172601.6,9,-5525.3,-146.6,9,2032,1.226,1.22,0.92,1.182,1.226,158.8619,152.3841,151.3558,132.4472,158.8702,159.7468,153.2477,150.9937,133.1733,159.7551,62.2465,59.8059,59.0033,55.564,62.3404,127.7949,122.8867,121.2571,112.4089,127.9843
198,1:32:11,2628.5,-99999,245019.6,5172601.6,9,-5513.1,-149.2,9,2035,1.222,1.226,1.188,1.186,1.222,158.8572,152.3435,150.2997,133.1726,158.8676,159.7279,153.2284,151.0479,133.9135,159.7384,61.9285,59.5658,58.8917,55.5294,62.0342,127.1605,122.4304,121.0562,112.0863,127.3728
198,1:32:11,2628.5,-99999,245019.6,5172601.6,9,-5500.9,-151.8,9,2037,1.22,1.212,1.13,1.152,1.22,159.3356,153.6126,152.1966,136.6939,159.3565,160.1992,154.4476,152.7274,137.3084,160.2201,62.2748,60.2548,59.7698,55.9241,62.4104,127.8774,123.7891,122.4457,112.531,128.1436
198,1:32:11,2628.5,-99999,245019.6,5172601.6,9,-5488.7,-154.2,9,2039,1.22,1.214,0.864,1.17,1.22,158.8166,152.6295,152.412,133.903,158.8296,159.6802,153.4717,151.7771,134.5849,159.6932,62.0921,60.0443,59.5718,56.049,62.2417,127.4954,123.3949,122.4335,112.9757,127.7888
198,1:32:11,2628.5,-99999,245019.6,5172601.6,9,-5476.5,-156.7,9,2089,1.22,1.218,1.172,1.17,1.22,158.9251,152.4748,150.8669,134.8833,158.9401,159.7887,153.3313,151.5562,135.5652,159.8037,62.0936,59.8608,59.2349,55.8675,62.2079,127.4727,123.0495,121.7637,113.1405,127.6983
198,1:32:11,2628.5,-99999,245019.6,5172601.6,9,-5464.3,-159.1,9,2091,1.218,1.192,0.89,1.158,1.218,159.0195,152.9791,152.5699,135.3342,159.0354,159.876,153.7419,152.0638,135.9713,159.8919,62.0691,60.0065,59.3929,56.3985,62.2166,127.4313,123.3552,122.1019,113.7208,127.7256
198,1:32:11,2628.5,-99999,245019.6,5172601.6,9,-5452,-161.4,9,2093,1.216,0.646,0.606,1.132,1.216,159.1011,155.8838,154.6183,135.2439,159.1162,159.9505,153.9861,152.443,135.7824,159.9656,61.9536,59.6949,59.0718,56.2302,62.0948,127.1909,122.7161,121.4586,114.3518,127.4752
198,1:32:11,2628.5,-99999,245019.6,5172601.6,9,-5439.8,-163.7,9,2095,1.214,0.612,0.548,0.932,1.214,159.2329,156.4322,155.4771,137.1163,159.2512,160.0751,154.2998,152.8649,136.8104,160.0934,61.9404,59.4057,58.6217,55.4552,62.037,127.155,122.0893,120.5163,114.1979,127.3492
198,1:32:11,2628.5,-99999,245019.6,5172601.6,9,-5427.6,-166,9,2097,1.212,0.582,0.526,0.74,1.212,158.1892,155.4723,154.4213,135.7084,158.2034,159.0242,153.1216,151.6312,134.4007,159.0384,61.4087,58.5171,57.8606,55.2472,61.5208,126.0979,120.3199,118.9978,112.9874,126.321
198,1:32:11,2628.5,-99999,245019.6,5172601.6,9,-5415.3,-168.2,9,2099,1.21,0.522,0.504,0.576,1.21,158.4326,156.223,155.0058,138.5054,158.4524,159.2605,153.3997,152.0301,136.1096,159.2803,61.5025,58.9545,58.2995,55.6308,61.6293,126.2967,121.2079,119.8777,113.1604,126.5487
198,1:32:11,2628.5,-99999,245019.6,5172601.6,9,-5403,-170.3,9,2101,1.21,0.642,0.696,0.696,1.21,158.1355,154.3613,152.1919,136.7281,158.1512,158.9634,152.4366,150.618,135.1542,158.9791,61.5341,59.2881,58.806,56.3411,61.7071,126.3501,121.8407,120.8827,114.5456,126.6965
198,1:32:11,2628.5,-99999,245019.6,5172601.6,9,-5390.7,-172.4,9,2103,1.206,0.864,1.06,1.092,1.206,158.4971,153.4613,150.4374,132.166,158.5044,159.3105,152.8264,150.6904,132.5482,159.3179,61.9448,59.4503,58.9138,56.2332,62.0651,127.1655,122.1592,121.1175,113.7428,127.4055
198,1:32:11,2628.5,-99999,245019.6,5172601.6,9,-5378.5,-174.4,9,2105,1.2,0.642,0.65,0.816,1.2,158.8438,155.9702,154.1863,137.4559,158.8612,159.6356,154.0456,152.3155,136.5728,159.653,62.0819,59.6446,59.0656,56.8267,62.238,127.4329,122.5575,121.4436,115.5671,127.7443
198,1:32:11,2628.5,-99999,245019.6,5172601.6,9,-5366.2,-176.4,9,2107,1.2,1.028,0.95,1.12,1.202,158.2399,152.3052,150.3377,131.1083,158.2391,159.0317,152.4251,150.1149,131.6005,159.0381,61.9663,59.0922,58.6444,56.2197,62.0998,127.1843,121.4496,120.5846,113.9016,127.4494
198,1:32:11,2628.5,-99999,245019.6,5172601.6,9,-5353.9,-178.3,9,2109,1.198,0.996,0.838,1.128,1.198,158.3853,152.8445,151.5011,131.7431,158.3927,159.1699,152.8271,150.7335,132.2661,159.1773,62.0974,59.6341,59.2257,56.8148,62.259,127.4479,122.5245,121.7445,114.502,127.7708
198,1:32:11,2628.5,-99999,245019.6,5172601.6,9,-5341.6,-180.2,9,2111,1.196,1.156,0.8,1.118,1.196,158.1557,151.7414,151.2916,132.0358,158.1639,158.933,152.3709,150.3225,132.5202,158.9412,61.8945,59.5049,58.9569,56.459,62.0357,127.0356,122.2483,121.1766,114.135,127.318
198,1:32:11,2628.5,-99999,245019.6,5172601.6,9,-5329.3,-182,9,2113,1.186,1.16,0.758,1.132,1.186,158.3039,151.9748,151.8839,133.661,158.3159,159.0448,152.6194,150.6806,134.1995,159.0568,61.8714,59.5373,59.0261,56.5884,62.0078,126.9829,122.3074,121.3128,114.801,127.2576
198,1:32:11,2628.5,-99999,245019.6,5172601.6,9,-5316.9,-183.8,9,2115,1.184,1.172,0.852,1.126,1.184,158.44,151.8472,151.2803,134.1978,158.4529,159.1735,152.5365,150.5847,134.7132,159.1864,62.0067,59.6011,59.1801,56.7896,62.1471,127.2636,122.437,121.6326,115.9516,127.5497
198,1:32:11,2628.5,-99999,245019.6,5172601.6,9,-5304.6,-185.5,9,2117,1.18,1.158,0.842,1.042,1.18,158.0722,151.5139,150.8414,134.4055,158.0857,158.7911,152.151,150.0945,134.5842,158.8045,62.0507,59.6877,59.2417,56.6444,62.162,127.3397,122.5986,121.4429,115.7337,127.5663
198,1:32:11,2628.5,-99999,245019.6,5172601.6,9,-5292.3,-187.2,9,2120,1.148,1.124,0.644,0.692,1.148,158.4172,151.8121,152.1782,136.3083,158.4312,159.0166,152.3197,150.267,134.7094,159.0306,62.175,60.0124,59.4997,56.9831,62.3183,127.581,123.2501,121.3808,115.9759,127.8717
198,1:32:11,2628.5,-99999,245019.6,5172601.6,9,-5279.9,-188.8,9,2076,1.112,0.886,0.692,0.598,1.11,158.2791,152.9026,151.693,137.6204,158.3034,158.7401,152.377,150.094,135.3874,158.7566,61.8006,59.6595,58.9623,56.2119,61.9317,126.8401,122.5459,119.7775,114.8434,127.1065
198,1:32:11,2628.5,-99999,245019.6,5172601.6,9,-5267.6,-190.3,9,2078,0.908,0.816,0.56,0.554,0.902,159.7297,154.6687,154.5961,142.3781,159.8018,159.3106,153.7856,152.078,139.8132,159.3539,62.1896,59.9787,59.325,56.6236,62.3078,127.6625,123.1962,120.9822,114.9667,127.8995
198,1:32:11,2628.5,-99999,245019.6,5172601.6,9,-5255.2,-191.8,9,2079,0.952,0.842,0.558,0.582,0.948,159.1779,153.819,153.9461,138.3316,159.2161,158.9642,153.0721,151.4125,135.9808,158.9841,62.4364,59.9952,59.1831,56.91,62.5413,128.1753,123.2305,121.1698,115.1619,128.3836
198,1:32:11,2628.5,-99999,245019.6,5172601.6,9,-5242.8,-193.3,9,2081,1.13,1.122,0.62,1.93,1.13,155.722,150.6944,151.7807,130.7953,155.7441,156.2527,151.1943,149.7047,133.6509,156.2749,61.8605,60.8587,59.9176,59.1663,62.3554,126.9888,124.9464,123.0621,121.5534,127.9635
198,1:32:11,2628.5,-99999,245019.6,5172601.6,9,-5230.4,-194.6,9,2129,1.142,1.154,0.772,0.85,1.142,153.4473,148.7251,148.8958,132.4661,153.4713,154.0239,149.3472,147.7719,131.7603,154.0479,60.1145,58.5628,57.7141,56.3094,60.3527,123.5118,120.371,118.3886,113.2554,123.9811
198,1:32:11,2628.5,-99999,245019.6,5172601.6,9,-5218.1,-196,9,2084,1.112,1.098,0.638,1.13,1.112,146.9636,144.1157,145.2197,127.0913,147.0047,147.4246,144.5217,143.2679,127.6221,147.4658,57.3483,56.9608,55.9428,55.1851,57.8845,117.9417,117.1487,115.1241,113.5997,119.0106
198,1:32:11,2628.5,-99999,245019.6,5172601.6,9,-5205.7,-197.3,9,2087,1.092,0.984,0.628,0.99,1.094,151.4189,148.0832,148.4965,130.9175,151.4438,151.8011,148.0131,146.4761,130.8738,151.834,59.2959,58.4566,57.2709,56.3479,59.6573,121.8423,120.1401,117.7794,115.9303,122.5629
198,1:32:11,2628.5,-99999,245019.6,5172601.6,9,-5193.3,-198.5,9,2090,1.08,0.846,0.64,0.954,1.072,155.7168,151.2186,150.3896,130.9837,155.7608,156.0511,150.4923,148.4514,130.7792,156.0628,61.5213,59.3544,57.5839,56.1729,61.6124,126.3379,121.9709,118.4384,114.5658,126.5185
198,1:32:11,2628.5,-99999,245019.6,5172601.6,9,-5180.9,-199.7,9,2092,1.06,0.924,0.806,1.284,1.06,155.9138,150.8609,149.3769,130.569,155.9285,156.1668,150.5176,148.4402,131.6547,156.1815,62.0568,60.2935,58.7492,57.7717,62.264,127.3937,123.8418,120.7373,118.7691,127.8009
198,1:32:11,2628.5,-99999,245019.6,5172601.6,9,-5168.5,-200.8,9,2094,0.944,0.85,0.824,0.84,0.942,155.1995,150.8702,148.7993,133.0315,155.2282,154.9492,150.1644,147.9586,132.2743,154.9687,61.2457,59.7031,58.4457,56.65,61.3722,125.7742,122.6396,118.8764,114.6223,126.0249
198,1:32:11,2628.5,-99999,245019.6,5172601.6,9,-5156.1,-201.9,9,2096,0.826,0.822,0.654,0.67,0.826,155.9256,152.4131,151.7825,140.106,156.0075,155.0954,151.5618,149.9383,138.3667,155.1773,60.936,60.515,59.4335,58.4026,61.4476,125.134,124.2553,122.0894,120.0262,126.1445
198,1:32:11,2628.5,-99999,245019.6,5172601.6,9,-5143.7,-202.9,9,2099,0.908,0.904,0.846,0.794,0.908,158.5147,152.3113,150.4452,134.7908,158.5281,158.0956,151.873,149.7189,133.789,158.109,62.1909,60.469,59.4925,56.9406,62.3161,127.6633,124.1672,121.5188,116.0041,127.9136
198,1:32:11,2628.5,-99999,245019.6,5172601.6,9,-5131.2,-203.9,9,2100,1.078,1.06,0.862,0.746,1.068,149.5935,146.5136,145.6325,133.0385,149.6885,149.9197,146.7667,144.9876,131.7658,149.9743,58.8596,58.4522,57.8869,55.404,59.1706,120.9519,120.1289,116.2697,111.875,121.5775
198,1:32:11,2628.5,-99999,245019.6,5172601.6,9,-5118.8,-205,9,1178,3.556,3.558,3.576,3.59,3.584,78.3447,79.0523,79.6186,79.2664,81.7044,83.8543,84.5643,85.1526,84.8174,87.248,37.6183,37.914,37.9967,37.6406,39.0448,78.4577,79.0543,79.2192,78.5039,81.3104
198,1:32:11,2628.5,-99999,245019.6,5172601.6,9,-5106.4,-206,9,2104,1.026,1.09,0.842,1.078,1.026,150.1476,146.3746,145.509,129.3645,150.1798,150.2591,146.7488,144.7621,129.6907,150.2913,59.008,58.7973,58.3227,56.0845,59.4229,121.2517,120.8226,118.2929,115.4263,122.0847
198,1:32:11,2628.5,-99999,245019.6,5172601.6,9,-5094,-207.1,9,2109,0.88,1.076,0.788,0.964,0.88,158.0453,150.0324,148.8307,131.1071,158.0534,157.4901,150.3505,147.796,130.9478,157.4982,61.6727,60.1939,59.6395,56.497,61.8154,126.6237,123.6302,120.9124,113.9292,126.9107
198,1:32:11,2628.5,-99999,245019.6,5172601.6,9,-5081.6,-208.1,9,2111,0.81,0.856,0.63,0.806,0.81,158.6216,151.8348,150.804,133.9991,158.6341,157.7065,151.1595,148.7974,133.0625,157.7189,61.3387,59.6246,58.9618,56.2325,61.4689,125.9568,122.4816,120.6175,114.5239,126.2185
198,1:32:11,2628.5,-99999,245019.6,5172601.6,9,-5069.2,-209.1,9,2113,0.786,0.818,0.64,0.894,0.786,158.9458,152.7187,151.6373,136.087,158.9675,157.9,151.8462,149.6991,135.6003,157.9217,62.0559,61.0595,59.9091,58.4439,62.3666,127.3511,125.3398,123.0426,120.1085,127.9686
198,1:32:11,2628.5,-99999,245019.6,5172601.6,9,-5056.8,-210.2,9,2115,0.802,0.822,0.69,0.88,0.798,158.3112,151.2702,149.8693,132.7841,158.344,157.353,150.4189,148.2578,132.2289,157.364,61.2983,59.2143,58.2518,55.4044,61.374,125.8564,121.6515,119.735,112.6215,126.0077
198,1:32:11,2628.5,-99999,245019.6,5172601.6,9,-5044.3,-211.2,9,2118,0.828,0.844,0.806,0.83,0.828,157.9226,150.4028,147.9142,131.5265,157.9301,157.1029,149.6662,146.9776,130.7172,157.1104,61.5116,59.2752,57.797,55.0914,61.5864,126.2695,121.7836,118.6321,111.379,126.418
198,1:32:11,2628.5,-99999,245019.6,5172601.6,9,-5031.9,-212.3,9,2120,0.884,0.866,0.834,0.684,0.884,157.0997,150.5016,147.7987,134.3367,157.1115,156.5642,149.8768,147.0103,132.6873,156.5761,61.655,59.3231,58.138,55.4223,61.7415,126.5503,121.4237,118.1331,112.1971,126.7239
198,1:32:11,2628.5,-99999,245019.6,5172601.6,9,-5019.5,-213.3,9,2122,1.034,1.014,0.906,0.65,1.032,156.453,149.9276,147.6234,134.4482,156.473,156.5982,149.988,147.1947,132.5773,156.6098,61.5952,58.9943,57.8674,55.3573,61.6786,126.4364,121.2156,117.3453,111.7347,126.6043
198,1:32:11,2628.5,-99999,245019.6,5172601.6,9,-5007.1,-214.3,9,2125,1.092,1.11,1.068,0.912,1.092,154.6929,147.5651,144.9457,130.6013,154.7023,155.0751,148.0183,145.2314,130.2013,155.0846,60.8169,58.4673,57.0391,54.37,60.8744,124.8779,120.1627,115.9673,110.9023,124.9931
198,1:32:11,2628.5,-99999,245019.6,5172601.6,9,-4994.7,-215.4,9,2127,1.094,1.1,1.046,0.662,1.094,155.1475,148.9107,146.9293,135.3766,155.1706,155.5377,149.3247,147.1246,133.5852,155.5608,60.9719,58.8523,57.4942,54.809,61.0391,125.1811,120.9343,116.769,111.1553,125.3169
198,1:32:11,2628.5,-99999,245019.6,5172601.6,9,-4982.3,-216.4,9,2129,1.096,1.104,1.02,1.102,1.096,156.9869,149.7761,147.8789,130.3677,156.9949,157.385,150.2058,147.9649,130.7895,157.393,62.1496,59.9786,58.6667,55.3117,62.1949,127.5396,123.1861,118.855,112.0182,127.6305
