Line,Tape,File,Date,Time,Depth of Airgun(m),Depth of Reciever(m),X Airgun,Y Airgun,Z Airgun,X_R1,Y_R1,Z_R1,Peak_Index,T90_1,T90_2,T90_3,T90_4,T90_5,T90_6,T90_7,T90_8,T90_9,T90_10,T90_11,T90_12,T90_13,T90_full,RMS_1,RMS_2,RMS_3,RMS_4,RMS_5,RMS_6,RMS_7,RMS_8,RMS_9,RMS_10,RMS_11,RMS_12,RMS_13,RMS_full,SEL_1,SEL_2,SEL_3,SEL_4,SEL_5,SEL_6,SEL_7,SEL_8,SEL_9,SEL_10,SEL_11,SEL_12,SEL_13,SEL_full,SPL_MLM_1,SPL_MLM_2,SPL_MLM_3,SPL_MLM_4,SPL_MLM_5,SPL_MLM_6,SPL_MLM_7,SPL_MLM_8,SPL_MLM_9,SPL_MLM_10,SPL_MLM_11,SPL_MLM_12,SPL_MLM_13,SPL_MLM_full,SEL_MLM_1,SEL_MLM_2,SEL_MLM_3,SEL_MLM_4,SEL_MLM_5,SEL_MLM_6,SEL_MLM_7,SEL_MLM_8,SEL_MLM_9,SEL_MLM_10,SEL_MLM_11,SEL_MLM_12,SEL_MLM_13,SEL_MLM_full
Line_05,TAPE0026.REEL,R000081_1342402331.RAW,198,1:32:11,2628.5,-99999,245019.6,5172601.6,9,-3675.4,-220.8,9,2400,2.314,2.136,1.17,1.008,0.912,0.882,0.942,0.966,0.86,0.678,0.836,0.856,1.352,0.888,111.3405,121.205,130.0183,136.44,140.6818,139.5093,133.6596,134.1557,136.9773,132.7939,126.1473,121.3604,109.1506,144.4077,114.9842,124.5011,130.7002,136.4746,140.2818,138.964,133.4001,134.0054,136.3222,131.1062,125.3693,120.6852,110.4604,143.8918,53.7021,54.8779,56.3482,54.6556,53.1717,52.9936,53.8281,56.0588,55.5698,55.0308,54.9615,52.0761,48.8535,59.637,107.5482,110.0594,114.6362,112.6694,109.6085,109.2381,110.8797,115.391,114.4139,112.2871,110.9175,105.1892,98.4383,122.5278
Line_05,TAPE0026.REEL,R000081_1342402331.RAW,198,1:32:11,2628.5,-99999,245019.6,5172601.6,9,-3663,-220.5,9,2403,3.056,2.01,1.294,0.94,0.908,0.874,0.934,0.902,0.846,0.644,0.81,1.256,1.396,0.884,112.4619,121.7837,129.3242,135.9299,139.7495,138.9243,132.9982,133.866,136.6481,132.5203,124.4336,115.083,107.961,143.7161,117.3134,124.8156,130.4436,135.6612,139.3303,138.3395,132.7017,133.4181,135.9218,130.6091,123.5184,116.0728,109.4099,143.1807,55.2339,56.8741,57.0128,55.1652,53.6026,53.5214,53.597,55.0847,54.4747,54.1039,54.0185,51.7006,49.1376,60.2531,110.6198,113.8677,117.6083,113.8604,110.6895,110.2651,110.4311,113.4602,112.241,110.6361,109.837,104.4256,98.7792,123.9095
Line_05,TAPE0026.REEL,R000081_1342402331.RAW,198,1:32:11,2628.5,-99999,245019.6,5172601.6,9,-3650.5,-220.2,9,2405,2.936,2.9,2.004,0.938,0.914,0.874,0.894,0.85,0.844,0.632,0.58,0.51,0.664,0.886,117.601,120.6313,126.7536,135.1992,139.6454,139.1377,133.316,134.3535,136.7557,132.377,127.3358,124.146,117.3363,143.7155,122.2786,125.2553,129.7726,134.9212,139.2548,138.5528,132.8294,133.6477,136.0191,130.3842,124.9701,121.2217,115.5579,143.1899,55.09,57.4572,59.3416,57.8819,55.7171,54.5856,53.5638,55.0259,54.7524,53.7943,53.6362,51.4908,48.6755,61.9147,110.4215,115.1035,119.815,119.0659,114.6676,112.3971,110.4012,113.3397,112.8064,109.5421,108.7881,103.7171,98.332,127.0866
Line_05,TAPE0026.REEL,R000081_1342402331.RAW,198,1:32:11,2628.5,-99999,245019.6,5172601.6,9,-3638.1,-219.9,9,2822,3.234,3.304,1.536,0.93,0.91,0.898,0.948,0.86,0.84,0.908,0.814,0.598,1.05,0.892,114.0808,122.4163,128.2338,135.1895,139.0214,137.8653,131.695,133.3459,134.7291,127.5262,123.3366,123.8777,114.2498,142.7336,119.1782,127.6067,130.0978,134.8743,138.6118,137.3981,131.4631,132.6909,133.9719,127.1071,122.4428,121.6447,114.4617,142.2372,54.9964,58.2162,58.4037,56.947,53.9863,53.2436,54.4229,56.449,56.0353,54.4733,53.7205,51.1036,48.2972,60.8954,110.1306,117.0371,117.0374,114.2442,111.2119,109.7429,112.0729,115.6647,113.3041,109.629,108.5837,103.275,97.3889,123.8316
Line_05,TAPE0026.REEL,R000081_1342402331.RAW,198,1:32:11,2628.5,-99999,245019.6,5172601.6,9,-3625.6,-219.6,9,2824,3.022,1.824,1.466,0.936,0.908,0.896,0.942,0.862,0.83,0.854,1.018,2.09,2.262,0.886,109.764,122.6944,128.38,135.2683,139.1752,138.1393,132.0388,134.2939,136.4355,130.1143,121.7936,110.6406,104.8458,143.1079,114.5669,125.3047,130.0413,134.9811,138.756,137.6624,131.7793,133.6489,135.6263,129.4289,121.8711,113.8421,108.3908,142.5823,52.0585,54.8839,55.8253,54.7913,54.3639,54.0036,54.3714,56.2202,55.8049,54.4809,54.1252,51.3244,48.4636,59.3706,104.3576,110.6708,114.319,112.817,111.9794,111.2504,111.9752,115.6852,113.3973,109.725,109.1501,103.8108,97.6008,121.9285
Line_05,TAPE0026.REEL,R000081_1342402331.RAW,198,1:32:11,2628.5,-99999,245019.6,5172601.6,9,-3613.2,-219.3,9,2826,2.402,3.002,2.35,0.956,0.908,0.89,0.964,0.91,0.83,0.82,0.966,1.74,2.262,0.93,109.9785,122.4096,127.2036,134.6121,138.3369,137.2377,130.9163,132.8198,135.4578,129.4537,122.4078,113.4595,102.6094,142.1168,113.7842,127.1837,130.9143,134.4167,137.9177,136.7316,130.7571,132.4102,134.6485,128.5919,122.2575,115.865,106.1543,141.8016,51.8198,53.7732,56.2424,55.2487,53.7129,52.8751,54.6505,56.1603,55.2463,54.1819,53.9479,51.5885,48.4446,59.3005,106.1339,110.9092,116.176,113.8415,110.6498,108.9812,112.5699,115.5529,113.1514,109.229,108.8502,104.5474,97.3414,121.8406
Line_05,TAPE0026.REEL,R000081_1342402331.RAW,198,1:32:11,2628.5,-99999,245019.6,5172601.6,9,-3600.7,-219,9,2828,3.662,3.486,3.408,1.336,0.93,0.94,1.216,0.98,0.844,0.862,1.028,0.74,2.232,1.23,111.8,125.1899,129.4309,135.396,139.3278,137.7086,131.073,133.0152,134.4894,126.5522,123.1103,124.0974,111.049,141.9541,117.4372,130.6132,134.7559,136.6541,139.0126,137.4399,131.9223,132.9274,133.7528,125.9073,123.2302,122.7897,114.536,142.8531,51.6893,58.4214,59.3882,56.0965,55.8276,56.1936,55.7153,55.96,55.3282,54.1787,54.6595,52.8181,50.5423,60.9756,106.6963,120.779,122.1201,115.9192,114.8878,115.6125,114.7232,115.1762,113.9825,110.3793,111.681,106.3049,102.021,125.2044
Line_05,TAPE0026.REEL,R000081_1342402331.RAW,198,1:32:11,2628.5,-99999,245019.6,5172601.6,9,-3588.3,-218.7,9,2830,3.464,2.964,2.834,2.614,1.768,1.246,1.544,1.268,0.944,2.154,3.34,2.868,2.708,2.06,116.3989,128.6499,132.7459,136.493,139.192,139.1841,132.9649,135.1919,138.4224,129.4935,120.0968,113.2523,112.9298,142.9945,121.7947,133.3687,137.2699,140.6661,141.6668,140.1392,134.8514,136.2231,138.1721,132.8259,125.3343,117.828,117.2563,146.1332,54.8852,59.0472,62.0683,62.776,61.0781,57.9895,56.7649,57.6287,58.552,58.7766,57.7649,54.6731,51.8279,64.3236,112.9205,120.8616,127.7505,129.2344,125.7136,119.4923,116.809,118.5409,120.5917,121.0848,118.7934,111.1117,106.881,132.2222
Line_05,TAPE0026.REEL,R000081_1342402331.RAW,198,1:32:11,2628.5,-99999,245019.6,5172601.6,9,-3575.8,-218.4,9,2460,2.76,2.656,2.286,2.482,2.312,1.844,2.008,1.964,2.272,2.98,2.654,3.282,1.892,2.314,117.2414,129.2769,139.2373,140.003,138.283,138.6823,133.784,135.2502,136.8271,132.07,125.2132,118.0649,118.1279,144.5675,121.6505,133.5192,142.828,143.951,141.9229,141.3399,136.8116,138.1816,140.3912,136.8122,129.4522,123.2263,120.8971,148.2111,54.1296,59.4727,64.3283,63.8985,61.5153,60.6992,59.2548,59.7897,61.477,61.4703,58.3225,55.9655,53.1587,65.9534,111.5661,122.4694,132.1223,131.323,127.0918,125.3405,122.2874,123.1506,126.6416,126.7382,120.6054,115.6094,109.668,135.5212
Line_05,TAPE0026.REEL,R000081_1342402331.RAW,198,1:32:11,2628.5,-99999,245019.6,5172601.6,9,-3563.4,-218.1,9,2425,3.41,1.95,3.062,1.886,1.348,0.872,1.444,0.916,0.854,0.85,0.63,0.666,0.358,1.686,110.4346,128.1101,133.9302,136.8832,139.5602,140.6323,133.5169,135.4877,137.5932,132.3769,127.5381,122.9075,125.0614,143.4057,115.7621,131.0105,138.7903,139.6386,140.8571,140.0375,135.1126,135.1066,136.9078,131.6711,125.5315,121.1422,120.6002,145.6743,51.6583,58.5401,61.6996,60.8054,59.1995,58.1631,56.9005,54.6019,55.0964,54.6778,53.3791,51.6793,49.4333,63.037,103.5961,117.418,125.218,125.1952,122.2691,120.3477,117.9438,112.6528,113.7263,111.4222,109.1323,104.8426,101.9113,129.6807
Line_05,TAPE0026.REEL,R000081_1342402331.RAW,198,1:32:11,2628.5,-99999,245019.6,5172601.6,9,-3550.9,-217.8,9,2428,2.726,2.18,2.034,1.538,0.892,0.832,0.95,0.936,0.848,0.85,0.834,1.064,0.912,0.88,113.0374,123.7533,128.7881,134.1916,139.213,139.3642,133.5022,133.0987,135.3254,129.5955,121.8596,115.564,113.8225,143.4162,117.3927,127.1378,131.8716,136.0612,138.7166,138.5654,133.2795,132.8115,134.6094,128.8897,121.0713,115.8335,113.4224,142.861,53.5482,56.5612,57.8902,57.0165,54.8534,53.845,55.1519,56.2783,56.3353,54.6508,53.7178,50.5223,48.0873,60.4176,107.2452,113.42,119.0478,117.3388,112.9631,110.9209,113.6813,115.8509,115.0982,110.7406,108.1628,102.1129,96.702,124.0751
Line_05,TAPE0026.REEL,R000081_1342402331.RAW,198,1:32:11,2628.5,-99999,245019.6,5172601.6,9,-3538.5,-217.5,9,2431,3.13,3.15,1.19,0.962,0.894,0.834,0.926,0.906,0.836,0.844,0.698,0.906,0.79,0.866,114.8779,121.0706,129.9202,136.6471,140.3212,140.4438,134.6651,134.4116,136.9442,131.6112,125.7654,119.2051,115.8113,144.4294,119.8334,126.0537,130.6757,136.4788,139.8346,139.6555,134.3312,133.9829,136.1663,130.8746,124.204,118.7764,114.7876,143.8046,53.6027,56.888,57.7319,55.1913,54.1837,53.108,53.923,55.5767,56.2031,54.9505,55.0668,51.4902,48.4599,61.6762,107.4166,113.9984,118.7437,113.657,111.592,109.4638,111.0753,114.3811,114.9052,111.6712,110.9932,103.596,97.201,126.6628
Line_05,TAPE0026.REEL,R000081_1342402331.RAW,198,1:32:11,2628.5,-99999,245019.6,5172601.6,9,-3526,-217.2,9,2434,3.388,3.306,1.244,0.974,0.894,0.824,0.92,0.904,0.826,0.836,0.444,0.67,0.898,0.86,111.3185,120.1368,129.029,136.5782,140.5708,140.9493,135.5243,135.7931,139.0115,134.3735,132.2152,123.6035,113.602,145.2113,116.618,125.3299,129.9773,136.4638,140.0842,140.1086,135.1622,135.3548,138.1813,133.5955,128.689,121.8643,113.1347,144.5563,54.7531,55.7813,58.499,56.7924,53.2747,52.1426,52.2927,54.6869,54.9397,54.2579,54.2924,51.9963,49.3307,61.8834,109.6342,111.7421,117.235,116.8022,109.7728,107.5143,107.8222,112.6037,113.1502,110.8516,110.4774,104.7063,98.9202,125.0215
Line_05,TAPE0026.REEL,R000081_1342402331.RAW,198,1:32:11,2628.5,-99999,245019.6,5172601.6,9,-3513.5,-216.9,9,2437,3.84,3.384,1.534,1.008,0.91,0.832,0.92,0.916,0.82,0.85,0.762,0.41,0.4,0.884,108.8939,117.9582,125.5433,133.1386,137.0815,137.259,131.7529,130.8122,132.5936,126.3361,121.6993,124.9385,119.2392,140.9807,114.7372,123.2525,127.4016,133.1732,136.6719,136.4602,131.3908,130.4312,131.7318,125.6303,120.5189,121.0663,115.2598,140.4452,53.9845,57.8183,59.6001,56.9871,53.2659,52.0839,52.4953,54.2724,54.0624,53.2455,53.1196,51.2,48.7063,62.8907,108.4408,115.9436,119.4207,116.2361,109.8395,107.3895,108.2605,111.7845,111.4008,109.2665,107.8855,103.4139,98.266,126.1325
Line_05,TAPE0026.REEL,R000081_1342402331.RAW,198,1:32:11,2628.5,-99999,245019.6,5172601.6,9,-3501.1,-216.6,9,2439,3.548,3.256,2.762,1.11,0.972,0.826,0.946,0.938,0.864,1.43,1.436,1.06,1.516,0.992,107.9021,117.3104,120.6642,129.4311,133.0114,133.2493,127.7205,126.8618,128.8411,121.5664,120.3351,120.7162,111.7502,136.9622,113.4019,122.4373,125.0764,129.8843,132.888,132.4191,127.4794,126.5838,128.2063,123.1198,121.9067,120.9692,113.5572,136.9273,54.0031,58.3967,60.4931,60.6879,59.8614,57.3377,55.7876,55.8293,55.6008,55.7586,55.9065,53.8407,50.8499,64.5803,108.3953,117.3659,121.2139,121.782,120.026,117.2623,114.8249,114.8836,114.4303,114.7839,115.0841,111.0498,104.9518,129.7524
Line_05,TAPE0026.REEL,R000081_1342402331.RAW,198,1:32:11,2628.5,-99999,245019.6,5172601.6,9,-3488.6,-216.4,9,8030,1.948,1.926,1.708,1.722,1.806,1.956,2.112,2.056,1.808,1.738,2.028,1.812,1.736,1.906,120.2105,125.5848,128.3696,131.6286,129.8239,125.8828,123.1418,124.9176,123.3328,122.6513,122.1693,117.7098,115.1768,135.4966,123.1063,128.4314,130.6945,133.9889,132.3911,128.7965,126.3887,128.0478,125.9048,125.0518,125.24,120.2914,117.5723,138.2978,56.7615,60.5274,62.5514,63.2743,62.2207,60.3599,59.4666,60.1164,58.2447,58.2767,58.6511,55.9219,54.2519,65.4326,116.8202,124.3633,128.3346,129.9578,128.0251,124.2588,122.3335,123.8063,120.2758,120.0487,120.6044,115.4292,112.5315,134.2229
Line_05,TAPE0026.REEL,R000081_1342402331.RAW,198,1:32:11,2628.5,-99999,245019.6,5172601.6,9,-3476.2,-216.1,9,8026,2.002,1.756,1.714,1.618,1.11,1.294,1.128,1.216,1.28,1.246,1.15,1.114,1.066,1.362,122.3537,128.8469,134.9092,131.8493,135.7306,134.3274,134.9652,127.0031,126.4519,129.8802,126.9941,124.8642,124.7783,141.0454,125.3683,131.2921,137.2493,133.9391,136.1839,135.4468,135.4883,127.8525,127.524,130.8354,127.601,125.333,125.0559,142.3871,59.1492,62.1271,65.2353,63.5793,63.8356,63.7528,63.9454,60.835,60.022,61.0876,60.111,59.3756,59.4392,67.5813,121.5381,127.6007,133.7052,130.4793,132.0926,131.5744,131.8447,124.9499,123.6703,126.4971,123.9516,122.2186,122.3477,138.6663
Line_05,TAPE0026.REEL,R000081_1342402331.RAW,198,1:32:11,2628.5,-99999,245019.6,5172601.6,9,-3463.7,-215.8,9,6799,3.112,3.09,2.062,2.098,2.97,2.952,2.558,3.306,3.572,3.57,3.21,3.214,3.394,2.944,118.5798,123.6549,131.5308,129.0615,122.9484,122.8994,123.1198,118.5931,116.7371,117.4853,117.6606,115.1691,113.9273,133.1124,123.5102,128.5545,134.6737,132.2795,127.6759,127.6005,127.1988,123.7861,122.2663,123.012,122.7256,120.2395,119.2344,137.8017,57.2639,59.4201,62.5463,61.3716,59.1155,57.4685,57.6317,55.3108,54.6339,54.5078,53.4366,52.5773,53.9892,63.8813,117.7553,122.074,128.8312,126.2556,121.4728,118.2278,119.0951,114.0255,112.5807,112.3259,110.1509,108.562,111.986,131.262
Line_05,TAPE0026.REEL,R000081_1342402331.RAW,198,1:32:11,2628.5,-99999,245019.6,5172601.6,9,-3451.3,-215.5,9,6190,3.064,3.526,2.726,2.492,2.034,2.142,2.092,2.058,1.918,1.386,0.546,0.082,0.426,1.602,120.527,123.6628,130.6302,132.594,132.6175,129.0752,129.8331,129.6329,127.2899,130.1072,136.7536,153.9035,136.8306,143.6339,125.3899,129.1356,134.9855,136.5594,135.701,132.3834,133.0387,132.7674,130.1184,131.5249,134.1255,143.0416,133.1247,145.6805,59.0997,61.0121,60.1192,56.8845,53.8187,53.5961,53.8199,54.0279,53.5143,52.3879,52.4463,50.7604,47.6696,62.1696,120.1659,125.2985,123.464,117.0847,110.8594,110.4703,110.868,111.4282,110.3607,108.0275,108.1301,104.7725,98.5701,127.5725
Line_05,TAPE0026.REEL,R000081_1342402331.RAW,198,1:32:11,2628.5,-99999,245019.6,5172601.6,9,-3438.8,-215.3,9,6190,2.84,2.024,2.382,2.294,2.49,2.416,1.818,1.824,1.718,1.69,1.712,1.674,1.696,2.496,120.7746,132.1691,136.0018,134.7822,131.005,130.5114,131.5493,128.8143,130.7149,133.0549,133.1429,139.7484,130.4707,142.3596,125.3078,135.2312,139.7712,138.3881,134.967,134.3423,134.1452,131.4246,133.0652,135.3337,135.478,141.986,132.7649,146.3321,56.0624,60.4602,61.7554,59.9979,58.5289,55.7971,54.8531,54.2687,54.5353,55.3899,55.2311,53.5734,50.24,63.0335,115.3612,124.1576,126.7676,123.2642,120.3256,114.8226,113.0632,111.9439,112.3494,114.0715,113.8863,110.8883,103.9202,129.3065
Line_05,TAPE0026.REEL,R000081_1342402331.RAW,198,1:32:11,2628.5,-99999,245019.6,5172601.6,9,-3426.3,-215,9,5536,3.58,3.902,3.908,3.894,3.714,3.714,3.134,2.364,0.204,0.228,0.248,0.264,0.294,3.826,118.8514,126.5887,130.4488,129.4432,127.837,125.1413,122.683,124.3616,137.9011,141.3783,140.8305,133.5462,123.823,136.1879,124.3902,132.5015,136.3684,135.3472,133.5354,130.8397,127.644,128.0981,130.9974,134.9577,134.775,127.7623,118.5065,142.0154,57.3587,58.3063,60.0672,60.629,59.5995,57.254,55.8328,55.4254,55.2963,56.3438,56.7154,54.9821,50.5092,62.8417,118.201,119.9037,123.4206,124.497,122.4261,117.7579,114.9222,114.2184,113.8981,115.9654,116.8087,113.3352,104.2786,128.9314
Line_05,TAPE0026.REEL,R000081_1342402331.RAW,198,1:32:11,2628.5,-99999,245019.6,5172601.6,9,-3413.9,-214.7,9,684,2.592,2.316,1.542,0.732,0.532,0.468,0.486,0.434,0.366,0.328,0.326,0.322,0.374,0.504,110.1447,118.7242,126.3406,130.8978,133.5558,135.938,134.0913,129.9265,130.4787,131.6002,133.6113,135.9728,138.3303,142.5892,114.2811,122.3716,128.2214,129.5429,130.815,132.6405,130.9577,126.3014,126.1135,126.7589,128.7435,131.0514,134.059,139.6135,52.9382,57.2603,58.5065,57.206,56.074,55.1697,54.7231,54.745,53.6497,50.685,48.0152,45.5642,44.2357,60.4834,106.0237,114.6729,117.1551,114.5878,112.2627,111.8312,112.3746,110.074,107.9379,101.9043,96.5072,91.2805,88.6341,121.0885
Line_05,TAPE0026.REEL,R000081_1342402331.RAW,198,1:32:11,2628.5,-99999,245019.6,5172601.6,9,-3401.4,-214.4,9,4923,3.662,2.964,3.068,2.784,2.03,2.008,2.564,2.69,1.876,1.614,1.674,0.722,0.686,2.002,115.5286,125.4257,128.7589,128.4595,130.4016,130.5884,126.5277,124.1312,126.3285,127.2625,125.7069,131.7778,140.5791,139.5615,121.1658,130.1445,133.6274,132.9062,133.4765,133.616,130.6169,128.4287,129.0608,129.3415,127.9445,130.3631,138.9423,142.5761,57.314,59.8761,60.2666,59.5503,57.5563,55.0882,53.554,54.2105,53.0594,53.288,53.6472,49.9946,47.9541,62.2544,114.935,121.4829,123.6387,120.667,117.0308,113.404,110.34,111.6507,109.347,108.6683,108.2253,100.7835,96.474,127.7501
Line_05,TAPE0026.REEL,R000081_1342402331.RAW,198,1:32:11,2628.5,-99999,245019.6,5172601.6,9,-3389,-214.2,9,2465,3.498,2.244,1.986,0.986,0.856,0.668,0.84,0.848,0.822,0.808,0.684,0.82,1.278,0.81,110.2522,121.869,127.4215,134.7797,138.8354,141.0018,136.2859,135.4525,136.9327,131.969,126.9887,118.707,107.1212,144.2301,115.6904,125.3792,130.4013,134.7185,138.1602,139.2495,135.5287,134.7365,136.0814,131.0431,125.3393,117.8452,108.1865,143.315,54.6931,58.1531,57.4642,56.2879,54.1138,52.9295,52.101,51.9132,51.24,51.1259,51.4841,50.2864,48.2573,59.7172,112.4642,118.2585,118.3268,115.8566,111.4924,109.0898,107.4733,107.0737,105.7289,105.4922,106.2315,102.2749,97.7905,122.7075
Line_05,TAPE0026.REEL,R000081_1342402331.RAW,198,1:32:11,2628.5,-99999,245019.6,5172601.6,9,-3376.5,-213.9,9,2467,3.456,3.66,3.356,0.986,0.846,0.408,0.836,0.822,0.808,0.618,0.536,0.654,0.712,0.816,113.0064,116.0992,120.2219,129.533,133.184,137.6137,130.1926,127.731,129.5642,125.8701,120.3671,114.5806,109.9998,138.2517,118.3922,121.734,125.4801,129.4717,132.4577,133.7203,129.4147,126.8797,128.6383,123.78,117.6588,112.7363,108.5246,137.3686,55.6298,58.3083,59.3945,57.9132,54.8304,54.4376,54.2504,52.6534,50.7856,50.3186,50.9519,49.8159,47.6994,60.8967,113.862,117.2525,118.9941,118.3626,113.2371,112.3701,111.8646,108.5337,104.8043,103.8689,105.145,102.2364,97.9545,125.5968
Line_05,TAPE0026.REEL,R000081_1342402331.RAW,198,1:32:11,2628.5,2627,245019.6,5172601.6,9,-3364,-213.7,9,2471,3.502,3.024,2.92,2.59,0.906,0.66,1.732,1.726,1.654,2.052,2.052,2.054,2.06,2.634,112.4916,121.9739,123.013,120.9411,127.778,129.9395,122.0112,120.8289,121.1198,115.4331,113.7114,114.717,113.371,129.6377,117.9348,126.7797,127.6668,125.0741,127.3493,128.1349,124.3966,123.1993,123.3052,118.5548,116.8332,117.843,116.5097,133.8439,56.2377,56.3113,59.5387,58.4263,57.4295,56.8656,55.7163,52.7751,52.2464,52.908,51.6768,50.0181,48.1728,61.9265,113.0374,112.8612,119.2499,116.9782,114.9943,113.9675,113.2541,109.2982,108.1103,108.0523,104.0314,100.4676,96.8375,123.9848
Line_05,TAPE0026.REEL,R000081_1342402331.RAW,198,1:32:11,2628.5,2627,245019.6,5172601.6,9,-3351.6,-213.4,9,7764,2.68,2.428,1.628,0.944,1.486,0.604,0.5,0.086,0.072,0.544,0.066,0.042,0.636,0.604,116.3655,126.6664,135.3707,139.7278,135.8165,140.3141,141.9473,147.9972,148.305,140.9806,152.1442,157.3722,135.4146,150.302,120.6469,130.5188,137.4872,139.4775,137.5367,138.1244,138.937,137.3421,136.8783,138.3366,140.3396,143.6047,133.4492,148.1123,57.2171,61.9893,66.2087,67.4225,66.5364,66.9222,67.3288,66.5281,66.2986,67.0376,68.0423,69.6398,64.5038,71.8571,117.7835,127.2237,135.6974,138.2084,136.4245,137.2512,138.122,136.5802,136.118,137.5572,139.6065,142.8563,132.4629,147.1899
Line_05,TAPE0026.REEL,R000081_1342402331.RAW,198,1:32:11,2628.5,-99999,245019.6,5172601.6,9,-3339.1,-213.1,9,3659,3.524,2.586,2.242,2.566,3.06,2.08,2.77,3.49,3.266,1.846,1.726,1.75,1.434,2.668,117.0532,124.8907,131.5421,131.9818,131.4972,134.6582,132.7257,128.9909,130.5276,136.0348,136.1131,132.7406,134.4995,141.3868,122.5236,129.0169,135.0485,136.0744,136.3544,137.8389,137.1505,134.4191,135.6678,138.6971,138.4835,135.171,136.065,145.6487,56.018,58.3521,58.834,58.9822,58.2726,57.1744,57.2339,58.3146,58.0145,56.0194,55.5142,53.0139,50.5604,62.705,114.2835,116.8894,117.8311,118.1811,116.6721,114.4867,114.6685,117.077,116.6963,112.8259,112.1138,106.8589,101.6449,125.641
Line_05,TAPE0026.REEL,R000081_1342402331.RAW,198,1:32:11,2628.5,2627.6,245019.6,5172601.6,9,-3326.6,-212.9,9,1600,2.5,1.292,1.922,1.952,2.194,2.136,2.136,2.204,2.84,2.152,1.906,1.802,1.476,2.126,120.6404,131.9773,133.8805,134.4221,130.2628,130.6021,129.922,126.9979,126.1443,125.8343,126.0642,124.6111,125.7085,139.1386,124.6198,133.0899,136.718,137.3269,133.6751,133.8981,133.218,130.43,130.6775,129.1627,128.8654,127.1687,127.3993,142.4143,56.0516,59.1389,58.9968,57.2234,56.3189,55.0124,53.4867,55.7231,56.224,54.1833,53.9413,52.4698,49.3561,61.2226,115.3435,121.5246,121.2308,117.7384,115.8757,113.2485,110.2886,114.7208,115.7337,111.606,111.1205,108.1872,101.9573,125.6988
Line_05,TAPE0026.REEL,R000081_1342402331.RAW,198,1:32:11,2628.5,2627.6,245019.6,5172601.6,9,-3314.3,-212.6,9,656,2.588,3.002,3.074,2.81,2.806,2.548,2.552,1.434,1.398,1.4,1.918,0.408,0.69,2.762,123.1348,129.4111,133.7895,134.5501,130.9951,133.0374,132.8778,134.9542,134.8253,132.7417,132.4461,141.3763,135.1672,141.4129,127.2644,134.1852,138.6665,139.0372,135.4759,137.0994,136.9466,136.5197,136.2803,134.203,135.2746,137.4829,133.5557,145.8252,56.6794,61.608,62.973,61.0035,60.6002,59.1773,57.1162,56.445,55.6707,55.5129,54.2806,52.8601,51.8991,64.3223,116.5987,126.5104,128.3185,125.2535,123.9274,119.6034,117.6573,116.3768,114.7211,114.6591,110.6483,106.4904,104.4794,131.9241
Line_05,TAPE0026.REEL,R000081_1342402331.RAW,198,1:32:11,2628.5,2627.6,245019.6,5172601.6,9,-3301.8,-212.4,9,3980,3.218,2.69,2.65,2.96,2.856,2.14,0.576,0.758,0.24,0.084,0.074,0.052,0.062,0.054,114.8325,125.4306,128.7218,128.1719,131.4604,133.888,139.6632,140.2537,146.651,152.043,158.9038,163.0221,150.9345,164.6311,119.9084,129.7282,132.9542,132.8848,136.018,137.1922,137.2674,139.0504,140.4531,141.2858,147.5961,150.1821,138.8584,151.9551,52.464,55.9065,57.3819,55.8715,57.0031,57.3134,58.096,57.9295,56.0289,55.5945,54.596,52.7549,50.3189,61.1523,108.253,115.729,118.0315,114.9695,117.273,118.0215,119.5082,119.1777,115.4115,114.6091,112.7481,107.1441,101.1652,125.6345
Line_05,TAPE0026.REEL,R000081_1342402331.RAW,198,1:32:11,2628.5,2627.6,245019.6,5172601.6,9,-3289.3,-212.1,9,232,1.97,2.06,1.876,1.876,1.89,0.966,0.42,0.574,0.652,0.322,0.344,0.716,0.964,1.894,119.9645,130.1182,141.5176,142.7623,138.1135,140.9278,140.6762,139.442,138.8515,146.5039,146.4506,137.9019,131.9212,147.0259,122.9092,133.2569,144.2499,145.4946,140.8781,140.7776,136.9087,137.0311,136.994,141.5825,141.8162,136.451,131.7619,149.7997,55.3599,60.594,64.2897,63.708,60.8905,58.3281,56.1224,56.8766,57.9153,56.6149,54.0708,53.5067,51.7896,65.4511,111.0703,125.1813,131.9804,130.8438,125.0482,119.9053,115.4993,117.029,119.0878,116.4913,111.381,110.0561,105.9737,134.2298
Line_05,TAPE0026.REEL,R000081_1342402331.RAW,198,1:32:11,2628.5,2626.1,245019.6,5172601.6,9,-3276.9,-211.9,9,150,1.698,1.84,1.828,1.772,1.838,1.65,1.838,1.93,1.698,1.822,2.022,1.692,1.826,1.824,124.5789,131.9883,142.9168,142.384,136.899,136.8722,132.5181,134.3431,135.3282,129.0372,120.7968,119.7271,115.3157,145.8776,126.8783,134.6364,145.5366,144.8686,139.5424,139.047,135.1615,137.1986,137.6276,131.6427,123.8546,122.0111,117.9307,148.4879,55.7737,59.7803,65.3889,64.8033,62.1391,62.1143,59.8433,60.9961,61.457,58.3572,54.0886,53.1407,51.1246,66.828,117.9846,126.7275,135.1195,135.8952,131.3443,129.0256,127.9543,129.6736,128.2645,124.0253,116.048,113.779,110.5943,139.5038
