Line,Tape,File,Date,Time,Depth of Airgun(m),Depth of Reciever(m),X Airgun,Y Airgun,Z Airgun,X_R1,Y_R1,Z_R1,Peak_Index,T90_1,T90_2,T90_3,T90_4,T90_5,T90_6,T90_7,T90_8,T90_9,T90_10,T90_11,T90_12,T90_13,T90_full,RMS_1,RMS_2,RMS_3,RMS_4,RMS_5,RMS_6,RMS_7,RMS_8,RMS_9,RMS_10,RMS_11,RMS_12,RMS_13,RMS_full,SEL_1,SEL_2,SEL_3,SEL_4,SEL_5,SEL_6,SEL_7,SEL_8,SEL_9,SEL_10,SEL_11,SEL_12,SEL_13,SEL_full,SPL_MLM_1,SPL_MLM_2,SPL_MLM_3,SPL_MLM_4,SPL_MLM_5,SPL_MLM_6,SPL_MLM_7,SPL_MLM_8,SPL_MLM_9,SPL_MLM_10,SPL_MLM_11,SPL_MLM_12,SPL_MLM_13,SPL_MLM_full,SEL_MLM_1,SEL_MLM_2,SEL_MLM_3,SEL_MLM_4,SEL_MLM_5,SEL_MLM_6,SEL_MLM_7,SEL_MLM_8,SEL_MLM_9,SEL_MLM_10,SEL_MLM_11,SEL_MLM_12,SEL_MLM_13,SEL_MLM_full
Line_05,TAPE0026.REEL,R000081_1342402331.RAW,198,1:32:11,2628.5,-99999,245019.6,5172601.6,9,-7767.9,1193.5,9,103,0.424,0.264,0.272,0.208,0.122,0.118,0.09,0.138,0.05,0.034,0.036,0.03,0.054,0.126,142.9121,157.9143,166.8793,169.9367,172.2027,171.1306,167.7653,154.8851,159.2234,163.1125,161.0585,157.3327,152.8431,176.2733,139.1858,152.1303,161.225,163.1173,163.0663,161.8494,157.3077,146.2839,146.2131,148.4273,146.6215,142.1039,140.1671,167.277,45.5483,53.9724,62.0651,60.8996,60.8927,59.1559,55.8786,55.9135,56.4917,53.315,52.4396,51.4241,49.5242,62.3533,94.3437,111.1769,127.3744,125.0478,123.3345,120.3804,112.6755,112.4643,113.239,106.8711,105.066,103.039,99.5127,125.535
Line_05,TAPE0026.REEL,R000081_1342402331.RAW,198,1:32:11,2628.5,-99999,245019.6,5172601.6,9,-7757.9,1186.1,9,107,0.424,0.264,0.272,0.208,0.122,0.118,0.088,0.136,0.05,0.036,0.042,0.064,0.056,0.124,142.2436,157.2117,166.0784,169.1388,171.3836,170.3291,166.9992,153.6382,157.1936,160.2293,156.5059,146.4406,146.6311,175.4824,138.5172,151.4277,160.4241,162.3194,162.2472,161.0479,156.444,144.9736,144.1833,145.7923,142.7384,134.5023,134.1129,166.4166,45.5997,54.8577,61.8469,61.1757,61.1124,59.1882,56.3126,56.0004,56.4063,53.5412,52.9752,51.9047,49.9029,62.384,94.4223,112.9424,126.9404,125.5907,123.66,120.2745,113.3652,112.5747,113.1757,107.2908,106.1358,103.9766,100.0193,125.6923
Line_05,TAPE0026.REEL,R000081_1342402331.RAW,198,1:32:11,2628.5,-99999,245019.6,5172601.6,9,-7748,1178.6,9,99,0.456,0.266,0.272,0.21,0.12,0.096,0.086,0.128,0.05,0.036,0.044,0.04,0.05,0.118,139.4093,155.0837,164.4965,167.7676,170.8489,171.3616,168.6265,158.5525,168.8115,172.5679,167.7992,158.6654,151.8497,176.0254,135.999,149.3325,158.8422,160.9898,161.6408,161.1843,157.9715,149.6246,155.8012,158.131,154.2337,144.686,138.8394,166.7442,49.1195,55.6602,60.9043,60.9725,61.9584,60.4889,57.0699,58.4956,58.7445,56.8793,56.1398,52.8663,50.6693,64.3813,101.4682,114.5657,125.0328,125.1786,124.8806,122.1095,117.397,117.2548,117.5998,115.0611,112.4045,105.8558,101.6954,129.0421
Line_05,TAPE0026.REEL,R000081_1342402331.RAW,198,1:32:11,2628.5,-99999,245019.6,5172601.6,9,-7738.1,1171.1,9,3388,2.964,2.71,2.578,2.842,2.946,3.212,3.55,3.634,3.616,3.576,3.61,3.638,3.55,2.912,76.4788,89.6721,93.8978,93.3347,91.1872,86.5894,81.4172,80.7931,80.1675,80.9034,81.212,80.4774,78.3565,97.4714,81.1976,94.0018,98.0106,97.8709,95.8795,91.6571,86.9195,86.3969,85.7498,86.4373,86.7871,86.086,83.8588,102.1133,36.2153,41.556,43.5382,44.1195,42.4762,42.2357,39.2832,38.0198,38.5439,38.5371,38.6022,38.4705,37.2439,46.088,75.7056,85.4211,90.314,91.4778,88.219,87.7035,81.8275,79.2661,80.3126,80.3034,80.4296,80.1676,77.7091,95.4011
Line_05,TAPE0026.REEL,R000081_1342402331.RAW,198,1:32:11,2628.5,-99999,245019.6,5172601.6,9,-7728.2,1163.6,9,120,0.442,0.266,0.274,0.21,0.122,0.118,0.09,0.138,0.056,0.06,0.04,0.054,0.058,0.124,139.5891,154.6576,163.3917,166.44,168.58,167.3643,163.8038,150.4184,150.3131,146.818,146.7444,142.1993,141.1995,172.6507,136.0433,148.9064,157.7692,159.6622,159.4436,158.0831,153.3463,141.8172,137.795,134.5995,132.765,129.5233,128.8337,163.5849,48.305,55.5358,61.8962,60.556,61.1421,58.2888,55.8912,55.954,56.2447,53.5283,52.9854,52.0278,49.8547,62.2908,99.8593,114.2982,127.0278,124.3417,123.7654,119.5999,112.9588,112.2045,112.7275,107.2657,106.21,104.2986,99.8737,125.2955
Line_05,TAPE0026.REEL,R000081_1342402331.RAW,198,1:32:11,2628.5,-99999,245019.6,5172601.6,9,-7718.3,1156,9,124,0.448,0.266,0.274,0.208,0.12,0.116,0.088,0.134,0.05,0.042,0.04,0.052,0.064,0.126,138.6903,153.8639,162.5022,165.6304,167.6906,166.5168,163.1197,150.3859,154.8911,154.7818,149.3444,145.3111,142.8675,171.7371,135.2031,148.1127,156.8797,158.811,158.4824,157.1614,152.5645,141.657,141.8808,141.0143,135.365,132.4711,130.9293,162.7408,47.1704,55.1311,61.8283,60.5186,61.0313,58.1193,55.9313,55.727,56.414,53.2669,52.7829,51.737,49.2289,62.021,97.5645,113.4891,126.8969,124.265,123.7744,119.3219,113.5029,111.9435,113.0773,106.8246,105.8349,103.7266,98.7393,124.7696
Line_05,TAPE0026.REEL,R000081_1342402331.RAW,198,1:32:11,2628.5,-99999,245019.6,5172601.6,9,-7708.5,1148.3,9,128,0.424,0.268,0.272,0.208,0.122,0.118,0.088,0.146,0.052,0.052,0.042,0.036,0.05,0.124,138.5101,153.3356,161.971,165.0514,167.0656,165.7805,162.298,148.6006,150.3931,150.2208,151.2818,148.6928,144.5549,171.1946,134.7838,147.6169,156.3167,158.232,157.9292,156.4993,151.7429,140.2441,137.5531,137.3809,137.5143,134.2558,131.5446,162.1288,47.4615,54.0261,61.9452,60.5193,61.1038,58.5312,56.3148,57.9503,57.3529,54.7008,56.3165,51.7216,49.9715,62.4466,98.1643,111.289,127.1243,124.2618,124.0188,119.9558,113.6476,116.0687,114.9159,109.5461,112.7564,103.6227,100.2096,125.4051
Line_05,TAPE0026.REEL,R000081_1342402331.RAW,198,1:32:11,2628.5,-99999,245019.6,5172601.6,9,-7698.7,1140.6,9,132,0.444,0.268,0.272,0.206,0.124,0.124,0.088,0.138,0.052,0.056,0.042,0.032,0.06,0.122,137.3095,152.5811,161.1068,164.2055,166.0699,164.5299,161.0554,147.6113,148.2803,147.1482,149.4008,148.031,141.7039,170.3098,133.7833,146.8624,155.4525,157.3442,157.0041,155.4642,150.5003,139.0101,135.4403,134.6301,135.6332,133.0825,129.4854,161.1734,48.9154,56.6583,61.9656,60.4944,61.0828,59.0329,56.9512,57.9531,57.2666,54.1619,55.5568,51.9395,50.4728,62.3484,101.0756,116.5882,127.1776,124.2133,124.1412,120.2751,114.8423,116.1428,114.9172,108.4436,111.2338,103.9965,101.1519,125.2385
Line_05,TAPE0026.REEL,R000081_1342402331.RAW,198,1:32:11,2628.5,-99999,245019.6,5172601.6,9,-7689,1132.8,9,121,0.49,0.27,0.27,0.204,0.122,0.114,0.086,0.138,0.052,0.034,0.044,0.032,0.062,0.12,136.4462,152.2133,161.4354,164.7683,167.596,167.164,164.6105,153.6492,162.8536,167.6007,164.2007,161.9806,155.5453,172.4669,133.3482,146.5269,155.749,157.8646,158.4595,157.7331,153.9555,145.048,150.0136,152.9155,150.6352,147.0321,143.4692,163.2587,50.5083,56.6111,62.5664,60.9986,61.3799,59.458,57.7717,62.8096,58.3042,57.6588,60.4291,54.5464,54.0357,65.4739,104.3955,116.641,126.9589,125.2525,124.6494,121.1792,118.772,126.0746,116.7726,117.6823,124.122,109.2047,109.0112,131.1048
Line_05,TAPE0026.REEL,R000081_1342402331.RAW,198,1:32:11,2628.5,-99999,245019.6,5172601.6,9,-7679.3,1125,9,123,0.526,0.544,0.316,0.214,0.122,0.092,0.086,0.172,0.054,0.034,0.06,0.046,0.058,0.106,127.0448,139.7131,152.7458,157.2614,161.1308,162.1707,159.3119,148.2302,159.4594,165.3223,161.871,162.3325,159.6974,168.0781,124.2546,137.0691,147.7427,150.5655,151.9944,151.8086,148.6569,140.5854,146.7834,150.6371,149.6526,148.9601,147.3316,158.3311,52.2713,59.8027,63.8099,63.254,61.449,58.4281,57.9214,62.128,61.2229,59.6325,61.506,55.9177,53.6574,65.9841,108.0794,122.8295,129.8057,129.7444,126.0221,117.6998,119.0627,127.3369,122.7376,122.5858,126.2487,112.7931,110.5701,134.9476
Line_05,TAPE0026.REEL,R000081_1342402331.RAW,198,1:32:11,2628.5,-99999,245019.6,5172601.6,9,-7669.6,1117.2,9,1788,1.786,1.74,1.544,1.552,1.324,1.48,1.194,0.992,0.952,0.736,0.628,0.46,0.418,1.466,127.9809,144.8322,154.9589,156.4604,158.8513,153.0076,147.7235,158.9953,159.1655,153.1735,155.7054,153.3776,149.387,163.2993,130.4997,147.2377,156.8454,158.3693,160.0702,154.7103,148.4936,158.9605,158.9519,151.8423,153.685,150.0052,145.5988,164.9607,48.8427,53.836,62.2901,60.6705,64.0684,62.8928,57.4366,61.6388,62.0057,57.5914,58.1995,56.3478,52.3684,66.1048,100.9383,110.9617,127.8111,124.5785,131.143,127.2259,118.1616,123.811,124.6532,118.4092,117.204,115.2365,107.6975,134.7408
Line_05,TAPE0026.REEL,R000081_1342402331.RAW,198,1:32:11,2628.5,-99999,245019.6,5172601.6,9,-7660,1109.4,9,1786,1.77,1.776,1.54,1.548,1.244,1.466,1.224,0.776,0.784,0.692,0.552,0.482,0.316,1.418,127.8558,144.8591,154.7886,156.1011,158.7587,152.7765,146.2792,159.5506,159.8805,152.9428,155.7976,153.2107,153.4058,163.1551,130.3356,147.3535,156.6638,157.9988,159.7069,154.4379,147.157,158.4493,158.8237,151.3439,153.217,150.0411,148.4026,164.6719,51.1305,56.2674,62.824,60.8797,64.0809,63.057,58.8126,61.7524,61.851,58.1828,56.6262,56.2992,51.5377,66.4778,105.4924,115.7702,128.8725,125.0371,131.2056,127.8052,118.8872,124.033,124.4074,117.4821,114.1944,113.8644,106.6128,135.2871
Line_05,TAPE0026.REEL,R000081_1342402331.RAW,198,1:32:11,2628.5,-99999,245019.6,5172601.6,9,-7650.3,1101.6,9,154,0.492,0.268,0.278,0.21,0.122,0.122,0.094,0.152,0.072,0.036,0.056,0.046,0.062,0.124,133.7057,149.3757,157.999,161.0575,162.8154,161.0929,156.8478,142.7699,143.3337,148.6074,147.1714,146.9905,142.6667,166.9751,130.6254,143.657,152.4395,154.2797,153.679,151.9565,146.5791,134.5884,131.907,134.1705,134.6533,133.618,130.5906,157.9093,51.5469,57.0566,62.6649,60.3263,61.1295,58.5958,56.6094,56.8526,56.2325,53.9439,54.1199,53.6686,50.8072,64.3765,106.6009,117.5635,128.5559,123.9359,124.7193,120.2988,114.0708,114.3034,112.8219,108.0392,108.5632,107.5406,102.5362,129.1352
Line_05,TAPE0026.REEL,R000081_1342402331.RAW,198,1:32:11,2628.5,-99999,245019.6,5172601.6,9,-7640.7,1093.7,9,160,0.594,0.288,0.29,0.21,0.122,0.112,0.088,0.136,0.05,0.034,0.042,0.046,0.058,0.124,131.8876,148.3597,157.1646,160.6201,163.1189,162.5304,159.3189,147.9994,155.1849,158.2635,155.2285,152.1129,149.2033,167.4344,129.6255,142.9537,151.7886,153.8423,153.9825,153.0226,148.7637,139.3348,142.1746,143.5783,141.461,138.7405,136.8376,158.3686,54.9919,58.312,62.0343,61.517,62.5383,61.3859,58.8013,60.3925,59.7058,57.1277,55.7517,54.529,52.6207,65.6688,113.2906,119.8513,127.3003,126.3952,126.2609,123.9208,119.5457,121.6579,120.0814,117.4794,111.8428,109.2045,105.5755,132.5782
Line_05,TAPE0026.REEL,R000081_1342402331.RAW,198,1:32:11,2628.5,-99999,245019.6,5172601.6,9,-7631,1085.9,9,150,1.442,2.008,1.61,1.664,1.268,0.74,0.698,1.226,1.202,1.202,1.54,0.104,0.062,1.362,124.9258,132.9561,144.6964,145.9331,146.8025,148.2819,144.9412,138.3254,141.5641,144.6177,143.3423,152.9749,153.496,152.8009,126.5155,135.9838,146.7647,148.1446,147.8337,146.9742,143.3797,139.2103,142.3631,145.4168,145.2175,143.1452,141.42,154.1426,54.8976,59.8656,65.8178,66.5638,66.8444,66.5982,62.7795,62.3462,64.0087,65.4928,65.334,62.4486,58.453,69.9104,118.1373,128.0743,139.9783,141.4727,139.7717,134.8598,128.87,133.0398,135.629,139.3332,139.0131,127.8873,119.5172,148.0459
Line_05,TAPE0026.REEL,R000081_1342402331.RAW,198,1:32:11,2628.5,-99999,245019.6,5172601.6,9,-7621.4,1078,9,1806,2.12,1.846,1.578,1.552,1.474,1.482,1.28,0.762,0.726,0.916,0.62,0.586,0.198,1.444,124.8947,142.5375,152.387,153.9143,156.0927,150.7948,144.505,155.8625,157.6261,149.7625,152.4681,152.4255,158.0198,160.9438,128.1581,145.1998,154.3681,155.8233,157.7776,152.5032,145.5771,154.682,156.2355,149.3815,150.392,150.1045,150.9864,162.5395,58.5765,65.0114,66.3684,65.4091,65.0894,64.0323,62.2781,64.1305,67.3218,66.3196,63.446,57.5235,54.2227,69.4281,120.0304,132.6265,135.9792,134.0563,133.4106,131.3277,128.0602,130.6959,137.299,135.9366,130.1173,117.6305,111.8075,142.0866
Line_05,TAPE0026.REEL,R000081_1342402331.RAW,198,1:32:11,2628.5,-99999,245019.6,5172601.6,9,-7611.8,1070.1,9,1806,1.916,1.808,1.56,1.554,1.476,1.482,1.12,0.952,0.78,0.864,0.65,0.58,0.2,1.418,123.5933,141.9814,151.7571,153.6565,155.983,150.9948,146.2185,153.0839,156.1033,151.6675,152.8294,153.9165,157.6337,160.7444,126.4173,144.5533,153.6884,155.571,157.6739,152.7032,146.7107,152.8702,155.0242,151.0327,150.9585,151.5508,150.644,162.2612,50.8055,56.5772,62.4435,60.3295,63.136,62.218,59.6265,62.6629,63.8304,60.6715,59.0105,57.4027,55.1274,66.008,104.925,116.4411,128.0453,123.8827,129.5124,127.6717,122.5922,128.0861,130.6811,124.6024,120.2395,118.1435,113.6582,135.249
Line_05,TAPE0026.REEL,R000081_1342402331.RAW,198,1:32:11,2628.5,-99999,245019.6,5172601.6,9,-7602.2,1062.2,9,1806,1.982,1.794,1.558,1.554,1.478,1.488,0.85,0.952,0.756,0.838,0.658,0.59,0.202,1.388,123.0885,141.797,151.5445,153.5501,155.8597,150.842,148.753,153.405,156.4216,151.5806,151.7286,153.2787,155.2033,160.6102,126.0596,144.3353,153.4702,155.4646,157.5564,152.568,148.0472,153.1914,155.2069,150.813,149.9109,150.9873,148.2568,162.0341,48.4237,54.3064,61.3152,60.3229,62.8729,62.3085,59.1801,61.8045,62.9597,60.347,58.9685,56.7069,54.2908,65.5343,100.2566,111.8471,124.7982,123.8902,128.9739,127.8407,121.5882,125.6767,128.5254,123.9304,120.9071,115.3738,112.0743,134.2968
Line_05,TAPE0026.REEL,R000081_1342402331.RAW,198,1:32:11,2628.5,-99999,245019.6,5172601.6,9,-7592.6,1054.2,9,1794,1.912,1.8,1.55,1.554,1.476,1.482,0.84,1.008,0.798,0.834,0.66,0.582,0.2,1.46,126.5809,144.6968,154.0496,155.5549,157.631,152.4207,150.053,154.0236,157.014,152.5968,152.6023,154.1424,155.8597,161.9114,129.3958,147.2496,155.9529,157.4694,159.3219,154.1292,149.2958,154.0582,156.0341,151.8084,150.7977,151.7916,148.87,163.5549,51.1064,58.6145,63.1133,61.796,63.7522,62.4614,59.3448,62.1216,62.0579,57.6789,59.0892,56.4079,53.8183,66.1476,106.1803,120.6849,129.6731,127.3307,130.7457,128.1772,122.0251,124.628,124.7901,118.5925,120.4898,113.8493,110.2265,135.5719
Line_05,TAPE0026.REEL,R000081_1342402331.RAW,198,1:32:11,2628.5,-99999,245019.6,5172601.6,9,-7583,1046.3,9,1807,1.974,1.796,1.548,1.558,1.472,1.476,1.028,1.104,0.916,0.834,0.67,0.526,0.216,1.4,125.7277,143.1317,152.5335,154.3899,156.6052,151.3645,147.2027,153.7852,156.1326,151.2822,152.3854,153.2656,154.6698,161.1445,128.6811,145.6748,154.4312,156.3156,158.2843,153.0553,147.3227,154.2149,155.7516,150.4939,150.6461,150.4755,148.0144,162.6058,52.8799,57.2978,62.3836,60.7862,62.6746,60.9817,57.5974,60.6311,61.3641,56.8021,57.321,55.3813,52.135,65.1061,108.9988,117.9213,128.011,124.8154,128.5728,125.2099,118.4547,121.749,123.3516,116.8309,116.1164,114.1656,108.14,133.4521
Line_05,TAPE0026.REEL,R000081_1342402331.RAW,198,1:32:11,2628.5,-99999,245019.6,5172601.6,9,-7573.4,1038.3,9,1775,1.904,1.78,1.544,1.572,1.446,1.284,1.268,1.068,0.852,0.946,0.73,0.554,0.388,1.214,122.9883,141.0992,150.5534,152.4518,154.723,149.9129,143.3969,154.6193,156.4653,148.9453,153.1621,150.6389,149.0172,160.56,125.7849,143.6034,152.4399,154.4163,156.3246,150.9986,144.4281,154.905,155.7696,148.7042,151.7953,148.074,144.9055,161.4022,50.9033,54.875,61.0738,59.7904,61.5625,59.5573,56.9426,59.6158,60.4278,56.842,57.4297,54.9994,51.1829,64.0741,105.1761,113.1087,125.4113,122.8104,126.3522,122.3387,117.0304,119.8164,121.4556,115.7647,115.971,110.8298,105.7036,131.3915
Line_05,TAPE0026.REEL,R000081_1342402331.RAW,198,1:32:11,2628.5,-99999,245019.6,5172601.6,9,-7563.9,1030.4,9,1808,1.984,1.778,1.562,1.596,1.49,1.27,1.338,1.088,0.84,0.938,0.724,0.556,0.288,1.196,123.3202,141.488,151.1432,153.2065,155.1228,150.0644,144.3522,156.5386,157.9666,151.4832,155.9358,153.3919,154.0489,162.0459,126.2956,143.9873,153.08,155.2368,156.8546,151.1024,145.6168,156.9049,157.2094,151.2052,154.5332,150.8426,148.6428,162.8232,48.255,53.8063,61.121,60.2059,61.7173,59.6847,58.1044,61.1406,60.599,57.2611,57.8006,55.5266,52.4464,64.3027,99.9518,110.9535,125.5097,123.6396,126.6628,122.5975,117.8135,122.7758,122.992,116.0398,116.7041,112.2489,108.1559,131.857
Line_05,TAPE0026.REEL,R000081_1342402331.RAW,198,1:32:11,2628.5,-99999,245019.6,5172601.6,9,-7554.3,1022.4,9,1792,1.972,1.752,1.558,1.612,1.488,1.298,1.268,1.098,0.888,0.986,0.784,0.616,0.436,1.25,123.1357,141.5984,151.4396,153.406,154.9916,149.1193,147.8841,157.1673,157.1272,151.6134,154.9877,151.7596,146.7618,161.7051,126.0848,144.0337,153.3652,155.4796,156.7177,150.252,148.9153,157.5733,156.6113,151.5522,153.9309,149.6554,143.1566,162.6742,49.5376,52.8498,60.7389,60.0013,61.237,59.103,58.5471,61.2645,60.2295,56.9209,57.2057,54.8819,51.6403,63.9917,102.4768,109.1118,124.777,123.2256,125.6991,121.435,118.6481,123.9,123.2957,116,115.2207,110.9932,106.8373,131.2396
Line_05,TAPE0026.REEL,R000081_1342402331.RAW,198,1:32:11,2628.5,-99999,245019.6,5172601.6,9,-7544.8,1014.4,9,1793,1.826,1.758,1.564,1.64,1.49,1.434,1.1,1.052,0.922,0.978,0.836,0.632,0.622,1.126,121.6526,139.7047,149.829,151.9517,153.5019,147.0493,150.1709,157.7459,156.4378,152.5184,154.8702,152.4502,143.9864,161.7719,124.2676,142.1549,151.7714,154.1002,155.2337,148.6148,150.5848,157.9661,156.0851,152.4218,154.0922,150.4573,141.9243,162.2873,48.0711,52.2243,59.4749,59.2444,60.7482,58.9335,57.8266,60.716,60.0508,56.1518,56.3645,54.7775,51.5904,63.3901,99.4243,107.7303,122.1472,121.7145,124.744,121.1095,118.9368,123.984,122.7457,114.5648,114.3575,110.623,106.7737,130.0564
Line_05,TAPE0026.REEL,R000081_1342402331.RAW,198,1:32:11,2628.5,-99999,245019.6,5172601.6,9,-7535.3,1006.4,9,1794,1.81,1.736,1.578,1.632,1.49,1.312,0.994,0.884,0.872,0.808,0.738,0.612,0.558,1.244,128.6645,145.6149,155.1546,156.3726,157.3673,150.8618,153.1378,161.0737,159.1239,155.5956,157.3721,154.4152,146.6794,164.4536,131.2413,148.0104,157.1357,158.4998,159.0992,152.0411,153.1116,160.5382,158.5291,154.6697,156.0526,152.2827,144.1457,165.4018,50.9625,55.8318,62.3599,61.3373,62.5716,60.7795,57.9629,60.638,60.548,55.4883,56.0461,55.1777,52.0148,64.8122,105.1972,114.9095,127.6703,125.901,128.3872,124.8056,119.1737,124.5493,123.7086,113.9558,114.4923,112.0555,106.4303,132.8956
Line_05,TAPE0026.REEL,R000081_1342402331.RAW,198,1:32:11,2628.5,-99999,245019.6,5172601.6,9,-7525.8,998.3,9,1794,1.772,1.714,1.578,1.606,1.476,1.134,0.742,0.746,0.826,0.728,0.692,0.528,0.412,1.008,127.8871,145.1076,154.838,156.3086,157.5171,151.9619,153.5603,161.7757,159.9216,155.7555,158.0546,156.3177,150.5958,165.5132,130.3717,147.4477,156.8191,158.366,159.208,152.508,152.2643,160.5031,159.0914,154.3768,156.4557,153.5441,146.7448,165.5478,55.1642,56.2848,61.8086,61.0519,62.3832,60.5044,56.1833,59.1008,59.9659,55.6234,56.4956,55.5663,52.7155,64.3622,111.861,115.8791,126.9556,125.3258,128,124.2449,115.6505,121.4884,123.3431,114.4825,115.8712,112.3155,106.4345,131.9953
Line_05,TAPE0026.REEL,R000081_1342402331.RAW,198,1:32:11,2628.5,-99999,245019.6,5172601.6,9,-7516.3,990.3,9,1794,1.676,1.708,1.556,1.588,1.454,1.12,0.75,0.712,0.782,0.72,0.67,0.482,0.508,0.96,128.1511,144.805,154.653,156.3097,157.8512,152.7801,151.6639,161.5523,160.4884,154.6456,157.4285,155.5209,147.827,165.495,130.3938,147.1299,156.5731,158.3182,159.4769,153.2723,150.4145,160.0771,159.4205,153.2189,155.6892,152.3513,144.8857,165.3177,51.8454,54.95,61.9127,61.4083,62.6011,60.5076,56.7578,58.0874,59.6514,56.1991,57.0225,55.5557,53.3481,64.4151,106.9669,113.21,127.1525,126.0393,128.4457,124.2802,116.7488,119.4791,122.7284,115.4181,115.0503,112.3725,107.7863,132.1044
Line_05,TAPE0026.REEL,R000081_1342402331.RAW,198,1:32:11,2628.5,-99999,245019.6,5172601.6,9,-7506.8,982.2,9,1794,1.698,1.688,1.542,1.584,1.454,1.146,1.532,0.7,0.778,1,0.676,0.706,0.606,1.178,127.522,144.213,154.1886,156.0326,157.8227,153.0721,145.4284,159.124,158.743,149.9585,153.1777,150.3538,147.7149,163.2791,129.8214,146.4868,156.0694,158.0302,159.4483,153.6639,147.281,157.575,157.6528,149.9585,151.4772,148.8419,145.5396,163.9906,49.0722,54.0393,61.8596,61.3551,62.7322,60.4482,57.1669,57.947,59.415,56.2215,56.6666,55.4692,53.1348,64.4358,101.4376,111.32,127.031,125.9369,128.7106,124.1718,117.6145,119.1541,122.1958,115.6696,114.7257,111.9589,107.8543,132.1423
Line_05,TAPE0026.REEL,R000081_1342402331.RAW,198,1:32:11,2628.5,-99999,245019.6,5172601.6,9,-7497.3,974.2,9,1794,1.696,1.664,1.498,1.588,1.502,1.188,1.558,0.738,0.834,0.996,0.734,0.68,0.526,1.362,127.3118,143.8262,154.0051,155.9685,157.7924,153.2561,144.6423,156.9627,157.5922,150.8798,152.0357,151.8608,149.3845,162.3307,129.606,146.0378,155.7602,157.977,159.5591,154.0042,146.568,155.6432,156.8039,150.8624,150.6927,150.1859,146.5944,163.6725,50.7694,53.6974,61.74,61.3094,62.8307,60.2354,57.1745,58.2773,59.7278,56.402,56.2463,55.5593,52.9381,64.4614,104.7827,110.7349,126.7824,125.8411,128.8992,123.7319,117.653,119.8144,122.4232,115.2459,114.0337,112.3289,107.9507,132.181
Line_05,TAPE0026.REEL,R000081_1342402331.RAW,198,1:32:11,2628.5,-99999,245019.6,5172601.6,9,-7487.8,966.1,9,1795,1.732,1.656,1.086,1.592,1.524,1.366,1.516,0.752,0.85,0.976,0.72,0.61,0.422,1.348,127.0101,143.5713,155.2935,156.1377,158.0319,153.0673,146.3322,156.9401,157.8521,152.0044,153.0845,153.9925,153.1718,162.7852,129.3956,145.7619,155.6518,158.1572,159.8617,154.4218,148.1392,155.7023,157.1463,151.8989,151.6579,151.8458,149.425,164.0821,51.2638,54.9176,61.8634,61.2887,62.8802,60.7671,58.1944,59.5584,60.4697,56.5238,56.0871,56.3746,53.8825,64.7228,105.7486,113.0687,127.0161,125.8028,128.9943,124.7658,119.6302,120.7058,122.7353,116.2703,115.253,114.0421,109.5881,132.6989
Line_05,TAPE0026.REEL,R000081_1342402331.RAW,198,1:32:11,2628.5,-99999,245019.6,5172601.6,9,-7478.3,958.1,9,1795,1.662,1.654,0.862,1.594,1.532,1.512,1.518,0.77,0.864,0.92,0.726,0.612,0.42,1.364,127.0843,143.3517,156.1086,156.0773,157.9834,152.6717,146.9692,156.0875,157.2543,152.7762,152.693,154.3443,152.5989,162.5933,129.2906,145.5371,155.4637,158.1022,159.836,154.4672,148.7819,154.9524,156.6195,152.4141,151.3023,152.2118,148.8314,163.9414,47.6051,54.8336,62.1673,61.4256,62.9404,60.7793,57.2388,59.7837,60.7363,56.3487,55.9431,55.3461,53.7734,64.8288,98.442,112.8915,127.6217,126.0764,129.1156,124.8,117.762,120.0473,122.0929,115.5658,114.2562,113.5005,109.8457,132.9054
Line_05,TAPE0026.REEL,R000081_1342402331.RAW,198,1:32:11,2628.5,-99999,245019.6,5172601.6,9,-7468.8,950.1,9,1800,1.664,1.66,0.836,1.596,1.524,1.554,1.496,0.814,0.874,0.89,0.736,0.608,0.416,1.356,127.1834,143.3189,156.1779,155.9443,157.8774,152.5687,148.4038,155.0554,156.694,153.3105,152.3746,154.2712,150.941,162.438,129.3949,145.52,155.3999,157.9747,159.7073,154.4833,150.1531,154.1616,156.1091,152.8044,151.0433,152.1102,147.1319,163.7606,46.0421,53.9367,62.3305,61.5216,63.0391,60.8591,56.6187,59.9361,60.6623,56.4682,56.3521,55.0924,53.8647,64.9826,95.3781,111.1405,127.9397,126.2688,129.3138,124.9757,116.5391,120.3173,121.8959,115.7891,113.8481,113.0929,109.9674,133.2115
Line_05,TAPE0026.REEL,R000081_1342402331.RAW,198,1:32:11,2628.5,-99999,245019.6,5172601.6,9,-7459.3,942.1,9,1800,1.664,1.672,0.828,1.588,1.496,1.536,1.394,0.96,0.97,0.85,0.748,0.602,0.416,1.206,127.1321,143.2326,156.2002,155.7188,157.712,152.5828,149.3094,153.259,155.3004,154.0919,152.4622,154.9055,149.5299,162.7509,129.3436,145.465,155.3805,157.7273,159.4613,154.4467,150.7521,153.0817,155.1681,153.3861,151.2012,152.7015,145.7208,163.5644,47.7778,53.8977,62.325,61.4488,63.1018,61.146,56.4801,60.4098,61.3112,56.8057,56.3686,55.7407,53.1567,65.0997,98.9098,111.0537,127.917,126.1287,129.4432,125.5901,116.3191,121.2109,123.0956,116.1268,114.758,113.9853,109.8475,133.4454
