Line,Tape,File,Date,Time,Depth_at_Airgun(m),Depth_at_Reciever(m),X_Airgun,Y_Airgun,Z_Airgun,X_R1,Y_R1,Z_R1,SEL_1,SEL_2,SEL_3,SEL_4,SEL_5,SEL_6,SEL_7,SEL_8,SEL_9,SEL_10,SEL_11,SEL_12,SEL_13,SEL_full
Machine-Learning-On-Seismic-Streamer-Data,example_shots,deep.RAW,198,5:16:43,2606,-99999,257881,5173662.2,9,-4264.1,-63,9,157.3634,168.7577,179.4114,181.4136,179.9481,177.0917,170.2099,167.7701,169.5373,163.2368,153.5135,149.699,144.0611,184.3488
Machine-Learning-On-Seismic-Streamer-Data,example_shots,deep.RAW,198,5:16:43,2606,-99999,257881,5173662.2,9,-4276.6,-63.4,9,157.4622,168.8935,179.5698,181.5944,180.0462,177.0973,169.7059,167.5416,170.0469,163.8062,153.064,151.5824,146.0271,184.463
Machine-Learning-On-Seismic-Streamer-Data,example_shots,deep.RAW,198,5:16:43,2606,-99999,257881,5173662.2,9,-4289.1,-63.7,9,157.2666,168.8208,179.5673,181.6678,180.1313,176.9307,169.0342,166.9228,170.0658,164.2984,153.3645,150.9965,144.7041,184.462
Machine-Learning-On-Seismic-Streamer-Data,example_shots,deep.RAW,198,5:16:43,2606,-99999,257881,5173662.2,9,-4301.6,-64.1,9,157.1642,168.8188,179.5697,181.8235,180.5413,177.4775,169.4759,166.9503,170.1895,164.7357,155.9862,154.2009,141.9868,184.7055
Machine-Learning-On-Seismic-Streamer-Data,example_shots,deep.RAW,198,5:16:43,2606,-99999,257881,5173662.2,9,-4314.1,-64.5,9,156.9416,168.7,179.3478,181.6901,180.611,177.7246,170,165.6101,168.5454,163.5918,154.7651,153.3837,142.5705,184.6143
Machine-Learning-On-Seismic-Streamer-Data,example_shots,deep.RAW,198,5:16:43,2606,-99999,257881,5173662.2,9,-4326.6,-64.8,9,156.391,168.3475,178.8997,181.2656,180.2341,177.399,170.2909,165.2602,166.5592,161.8245,153.3485,150.1206,142.3493,184.188
Machine-Learning-On-Seismic-Streamer-Data,example_shots,deep.RAW,198,5:16:43,2606,-99999,257881,5173662.2,9,-4339.1,-65.2,9,156.3129,168.4051,178.9544,181.4102,180.4594,177.6655,171.2441,166.4535,166.2208,161.8348,153.9451,151.0264,142.7554,184.3746
Machine-Learning-On-Seismic-Streamer-Data,example_shots,deep.RAW,198,5:16:43,2606,-99999,257881,5173662.2,9,-4351.6,-65.5,9,156.0004,168.2657,178.7467,181.2897,180.4357,177.728,171.7153,167.0965,166.236,161.7055,153.2097,150.4292,143.6522,184.3264
Machine-Learning-On-Seismic-Streamer-Data,example_shots,deep.RAW,198,5:16:43,2606,-99999,257881,5173662.2,9,-4364.1,-65.9,9,155.2501,167.6632,178.0223,180.6023,179.8284,177.1811,171.4925,167.1834,165.2616,160.4941,154.2169,150.3733,144.7186,183.7122
Machine-Learning-On-Seismic-Streamer-Data,example_shots,deep.RAW,198,5:16:43,2606,-99999,257881,5173662.2,9,-4376.6,-66.3,9,155.3771,167.9407,178.2481,180.8573,180.152,177.4448,171.5727,167.209,164.9588,159.3488,153.7063,148.4962,143.7809,183.9707
Machine-Learning-On-Seismic-Streamer-Data,example_shots,deep.RAW,198,5:16:43,2606,-99999,257881,5173662.2,9,-4389,-66.6,9,155.9275,168.5546,178.7968,181.3377,180.6075,177.6981,171.7715,167.6135,166.1315,160.3501,153.6292,149.4777,142.7262,184.433
Machine-Learning-On-Seismic-Streamer-Data,example_shots,deep.RAW,198,5:16:43,2606,-99999,257881,5173662.2,9,-4401.5,-67,9,156.1675,168.9091,179.1572,181.6511,180.8025,177.722,171.4718,167.1258,166.2158,160.3266,153.8138,149.4171,143.9775,184.6478
Machine-Learning-On-Seismic-Streamer-Data,example_shots,deep.RAW,198,5:16:43,2606,-99999,257881,5173662.2,9,-4414,-67.3,9,156.215,169.0359,179.3178,181.8437,180.8424,177.5467,171.1734,166.8193,166.5448,160.814,153.1028,148.7637,143.4085,184.7258
Machine-Learning-On-Seismic-Streamer-Data,example_shots,deep.RAW,198,5:16:43,2606,-99999,257881,5173662.2,9,-4426.5,-67.7,9,156.5379,169.5166,179.872,182.509,181.5971,178.316,171.8215,166.975,168.0786,162.8539,153.4489,149.8115,142.2475,185.4291
Machine-Learning-On-Seismic-Streamer-Data,example_shots,deep.RAW,198,5:16:43,2606,-99999,257881,5173662.2,9,-4439,-68,9,156.0117,169.1767,179.4848,182.173,181.2547,177.9017,171.7296,166.8549,167.334,162.4874,153.5875,149.6919,141.9196,185.0749
